Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Critic_Score
Color Cross,DS,2008.0,Misc,Rising Star Games,40000,0,0,87
Petz Fantasy: Sunshine Magic,DS,2010.0,Simulation,Ubisoft,70000,0,0,96
PoPoLoCrois: Hajimari no Bouken,PS2,2002.0,Role-Playing,Sony Computer Entertainment,0,0,160000,93
Future Tactics: The Uprising,GC,2004.0,Strategy,JoWood Productions,20000,0,0,88
Ecco: The Tides of Time,GEN,1993.0,Adventure,Sega,0,0,70000,57
God of War: Origins Collection,PS3,2011.0,Action,Sony Computer Entertainment,390000,80000,20000,52
Resident Evil: Outbreak,PS2,2003.0,Action,Capcom,540000,350000,460000,100
Penny Racers Party: Turbo-Q Speedway,Wii,2008.0,Racing,Takara Tomy,70000,0,0,97
Iron Man 2,X360,2010.0,Action,Sega,150000,90000,0,66
Hakuouki: Zuisouroku,PS2,2009.0,Adventure,Idea Factory,0,0,40000,75
2-in-1 Game Pack: Spider-Man & Spider-Man 2,GBA,2005.0,Platform,Activision,60000,20000,0,54
Wreckless: ThE YaKuza MisSiOns,XB,2002.0,Racing,Activision,420000,110000,20000,81
Kirby's Block Ball,GB,1995.0,Puzzle,Nintendo,0,0,320000,100
Disney's Donald Duck: Goin' Quackers,PS2,2000.0,Platform,Ubisoft,40000,30000,0,74
Wallace & Gromit in Project Zoo,GC,2003.0,Platform,BAM! Entertainment,50000,10000,0,95
Klonoa 2: Dream Champ Tournament,GBA,2002.0,Platform,Namco Bandai Games,20000,10000,0,64
Mortal Kombat: Deadly Alliance,XB,2002.0,Fighting,Midway Games,770000,150000,0,99
Ghostbusters (2016),XOne,2016.0,Action,Activision,40000,0,0,66
SplashDown: Rides Gone Wild,PS2,2003.0,Racing,THQ,240000,190000,0,88
Nobunaga no Yabou: Haouden,SNES,1993.0,Strategy,Tecmo Koei,300000,0,320000,50
WWE 2K16,PS4,2015.0,Sports,Take-Two Interactive,410000,600000,0,76
Angry Birds Trilogy,PS3,2012.0,Action,Activision,120000,20000,0,68
Doom (2016),XOne,2016.0,Shooter,Bethesda Softworks,440000,250000,0,87
Thrillville,PS2,2006.0,Strategy,Atari,550000,20000,0,99
Harry Potter and the Chamber of Secrets,PS2,2002.0,Action,Electronic Arts,900000,1220000,40000,94
PGR: Project Gotham Racing 2,XB,2003.0,Racing,Microsoft Game Studios,970000,590000,40000,81
Tom Clancy's Rainbow Six: Vegas 2,PC,2008.0,Shooter,Ubisoft,0,20000,0,90
Air Traffic Chaos,DS,2007.0,Simulation,Ertain,50000,0,0,56
ATV Quad Power Racing 2,GC,2003.0,Racing,Acclaim Entertainment,220000,60000,0,99
FIFA 16,XOne,2015.0,Sports,Electronic Arts,890000,2120000,0,53
Final Fantasy V,SNES,1992.0,Role-Playing,SquareSoft,0,0,2430000,81
The Legend of Spyro: A New Beginning,DS,2006.0,Platform,Vivendi Games,330000,10000,0,87
Sid Meier's Pirates!,XB,2005.0,Strategy,Take-Two Interactive,110000,30000,0,69
NFL Blitz 2000,PS,1998.0,Sports,Midway Games,600000,410000,0,97
Major League Baseball 2K7,PS3,2007.0,Sports,Spike,230000,0,0,77
WRC: World Rally Championship,PS2,2001.0,Racing,Sony Computer Entertainment,120000,90000,0,95
Hamster Heroes,Wii,2008.0,Puzzle,Popcorn Arcade,160000,0,0,100
Kabuki Warriors,XB,2001.0,Action,Genki,50000,10000,0,68
Learn Math,DS,2009.0,Puzzle,DreamCatcher Interactive,120000,0,0,58
WinBack 2: Project Poseidon,PS2,2006.0,Shooter,Tecmo Koei,10000,10000,0,89
Moe Star: Moeru Toudai Eigojuku,DS,2008.0,Misc,Mirai Shounen,0,0,20000,70
The Next BIG Thing,PC,2011.0,Adventure,Focus Home Interactive,0,50000,0,63
Ace Combat X: Skies of Deception,PSP,2006.0,Simulation,Namco Bandai Games,370000,300000,120000,98
Ford Racing 2,XB,2003.0,Racing,Empire Interactive,110000,30000,0,82
Snood 2: On Vacation,GBA,2005.0,Puzzle,Zoo Digital Publishing,10000,0,0,94
Dragon Ball Z Hyper Dimension,SNES,1995.0,Fighting,Namco Bandai Games,0,0,210000,68
To Love-Ru Trouble: Darkness - True Princess,PSV,2015.0,Action,FuRyu,0,0,20000,92
Grand Theft Auto V,X360,2013.0,Action,Take-Two Interactive,9660000,5140000,60000,70
Asteroids Hyper 64,N64,1999.0,Shooter,Crave Entertainment,130000,30000,0,97
Cars,GC,2006.0,Racing,THQ,720000,190000,0,50
ModNation Racers,PSP,2010.0,Racing,Sony Computer Entertainment,110000,260000,20000,67
Initial D: Special Stage,PS2,2003.0,Racing,Sega,0,0,270000,68
CyberTiger,PS,1998.0,Sports,Electronic Arts,330000,220000,0,55
DiRT 3,X360,2011.0,Racing,Codemasters,230000,400000,10000,75
Gauntlet / Rampart,GBA,2005.0,Misc,Zoo Digital Publishing,20000,10000,0,75
Persona Q: Shadow of the Labyrinth,3DS,2014.0,Role-Playing,Nippon Ichi Software,340000,70000,270000,65
Barbie Horse Adventures: Riding Camp,PS2,2008.0,Sports,Activision,90000,70000,0,90
Harukanaru Toki no Naka de: Yumenoukihashi,DS,2008.0,Adventure,Tecmo Koei,0,0,50000,83
All Grown Up! Express Yourself,GBA,2004.0,Misc,THQ,130000,50000,0,87
Tetris DS,DS,2006.0,Puzzle,Nintendo,630000,50000,1350000,60
Skate City Heroes,Wii,2008.0,Sports,Zoo Digital Publishing,110000,0,0,53
Greg Hastings' Tournament Paintball Max'd,PS2,2006.0,Shooter,Activision,10000,0,0,94
Heart Catch PreCure! Oshare Collection,DS,2010.0,Action,Namco Bandai Games,0,0,110000,98
Paris-Dakar Rally,PS2,2001.0,Racing,Acclaim Entertainment,80000,60000,0,74
Power Rangers: Ninja Storm,GBA,2003.0,Misc,THQ,240000,90000,0,98
The Crew,PC,2014.0,Racing,Ubisoft,0,150000,0,76
Mortal Kombat vs. DC Universe,X360,2008.0,Fighting,Midway Games,1530000,230000,0,79
Dragon Age: Inquisition,PS4,2014.0,Role-Playing,Electronic Arts,730000,880000,80000,98
Kagero: Deception II,PS,1998.0,Strategy,Virgin Interactive,30000,20000,220000,51
Jampack Summer 2K,PS,2000.0,Misc,Sony Computer Entertainment,880000,600000,0,58
Off Road Challenge,N64,1998.0,Racing,GT Interactive,270000,60000,0,85
LEGO Indiana Jones 2: The Adventure Continues,X360,2009.0,Action,Activision,620000,310000,0,72
Power Rangers: Super Legends,DS,2007.0,Action,Disney Interactive Studios,80000,20000,0,75
SNK vs. Capcom: The Match of the Millennium,PSP,2006.0,Fighting,Sega,530000,570000,0,87
All Star Pro-Wrestling,PS2,2000.0,Fighting,SquareSoft,0,0,200000,89
Castlevania Dracula X,SNES,1995.0,Platform,Konami Digital Entertainment,30000,10000,50000,83
Metal Gear Ac!d 2,PSP,2005.0,Strategy,Konami Digital Entertainment,110000,0,50000,68
Gray Matter,X360,2011.0,Adventure,DTP Entertainment,0,40000,0,65
Castlevania: The Dracula X Chronicles,PSP,2007.0,Platform,Konami Digital Entertainment,220000,90000,40000,69
Aquaman: Battle for Atlantis,GC,2003.0,Action,TDK Mediactive,10000,0,0,84
Who Wants to Be a Millionaire: 3rd Edition,Wii,2010.0,Misc,Ubisoft,100000,0,0,50
Super Mario World 2: Yoshi's Island,GBA,2002.0,Platform,Nintendo,1750000,450000,620000,60
NBA Hoopz,PS,2001.0,Sports,Midway Games,70000,50000,0,55
Disney Sports Soccer,GBA,2002.0,Sports,Konami Digital Entertainment,20000,10000,0,50
Disney Channel: All Star Party,Wii,2010.0,Misc,Disney Interactive Studios,180000,80000,0,61
Tropico 3,X360,2009.0,Strategy,Kalypso Media,150000,20000,30000,84
Digging for Dinosaurs,DS,2010.0,Action,Scholastic Inc.,330000,0,0,68
DrumMania,PS2,2000.0,Simulation,Konami Digital Entertainment,0,0,150000,90
Largo Winch .// Commando Sar,PS,2002.0,Adventure,Ubisoft,10000,10000,0,64
The Warriors,PS2,2005.0,Action,Take-Two Interactive,440000,20000,0,75
Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!,PSP,2006.0,Adventure,Sony Computer Entertainment,0,0,100000,77
Derby Stallion 96,SNES,1996.0,Sports,ASCII Entertainment,0,0,1040000,76
FIFA Soccer 09,PSP,2008.0,Sports,Electronic Arts,230000,730000,20000,58
Disney's Planes,3DS,2013.0,Simulation,Disney Interactive Studios,40000,30000,0,69
Rainbow Islands Revolution,DS,2005.0,Platform,Rising Star Games,10000,0,0,78
Night Head: The Labyrinth,PS,1995.0,Adventure,Fuji,0,0,30000,85
Henry Hatsworth in the Puzzling Adventure,DS,2009.0,Puzzle,Electronic Arts,80000,0,0,58
The Legend of Heroes: Trails of Cold Steel,PSV,2013.0,Role-Playing,Nippon Ichi Software,50000,20000,140000,80
Dragon Ball Z: The Legacy of Goku,GBA,2002.0,Role-Playing,Infogrames,1520000,120000,0,80
NBA Ballers: Rebound,PSP,2006.0,Sports,Midway Games,90000,0,0,74
Mario & Sonic at the London 2012 Olympic Games,3DS,2012.0,Sports,Sega,180000,640000,270000,75
Puyo Puyo Sun 64,N64,1997.0,Puzzle,Compile,0,0,160000,55
MAG: Massive Action Game,PS3,2010.0,Shooter,Sony Computer Entertainment,770000,290000,90000,65
Corvette,XB,2003.0,Racing,TDK Mediactive,180000,50000,0,71
Akai Ito DS,DS,2008.0,Adventure,Alchemist,0,0,20000,51
LEGO Harry Potter: Years 5-7,3DS,,Action,Warner Bros. Interactive Entertainment,180000,190000,0,70
MotoGP 14,PS4,2014.0,Racing,Milestone S.r.l.,40000,110000,0,99
Umineko no Naku Koro ni Portable 1,PSP,2011.0,Adventure,Alchemist,0,0,10000,93
"Hanayaka Kana, Ware ga Ichizoku Twin Pack",PSP,2011.0,Misc,Idea Factory,0,0,30000,73
Metal Slug Anthology,PSP,2007.0,Shooter,Ignition Entertainment,20000,0,20000,52
Medabots 8,3DS,2014.0,Role-Playing,Rocket Company,0,0,70000,68
Burnout,PS2,2001.0,Racing,Acclaim Entertainment,360000,280000,0,54
Project Gotham Racing 2 (JP weekly sales),XB,2003.0,Action,Microsoft Game Studios,0,0,30000,92
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 9: CR Fever Captain Harlock,PS2,2007.0,Misc,D3Publisher,0,0,20000,95
The Testament of Sherlock Holmes,PS3,2012.0,Adventure,Focus Home Interactive,50000,140000,0,63
Disney Planes Fire & Rescue,Wii,2014.0,Action,Disney Interactive Studios,0,40000,0,50
Nintendo Puzzle Collection,GC,,Puzzle,Unknown,0,0,130000,100
Shirogane no Soleil: Contract to the Future - Mirai e no Keiyaku,PS2,2008.0,Adventure,Russel,0,0,10000,53
Guitar Hero II,PS2,2006.0,Misc,RedOctane,3810000,630000,0,70
Rio,Wii,2011.0,Misc,THQ,130000,30000,0,77
SBK Superbike World Championship,PSP,2008.0,Racing,Black Bean Games,10000,0,0,99
Phoenix Wright: Ace Attorney Trilogy,3DS,2014.0,Adventure,Capcom,0,0,20000,79
Deadliest Warrior: Ancient Combat,PS3,2012.0,Fighting,Cloud Imperium Games Corporation,40000,0,0,76
Quake II,N64,1999.0,Shooter,Activision,240000,60000,0,57
Cabela's Dangerous Hunts 2009,PS3,2008.0,Sports,Activision Value,120000,0,0,67
DreamWorks Super Star Kartz,Wii,2011.0,Racing,Activision,80000,30000,0,91
Rampo,SAT,1995.0,Adventure,Sega,0,0,30000,69
Harry Potter and the Prisoner of Azkaban,XB,2004.0,Action,Electronic Arts,140000,40000,0,76
Disney Princess,GBA,2003.0,Platform,THQ,1040000,370000,0,74
Bank Heist,2600,1982.0,Action,20th Century Fox Video Games,320000,20000,0,78
Disney's Cinderella: Magical Dreams,GBA,,Platform,Disney Interactive Studios,100000,40000,0,82
Geten no Hana,PSP,2013.0,Misc,Tecmo Koei,0,0,20000,62
Virtua Fighter CG Portrait Series Vol.2: Jacky Bryant,SAT,1995.0,Misc,Sega,0,0,80000,76
NBA Live 15,PS4,2014.0,Sports,Electronic Arts,160000,40000,0,60
Nakayoshi All-Stars: Mezase Gakuen Idol,DS,2008.0,Misc,Creative Core,0,0,10000,74
Diablo III,XOne,2014.0,Role-Playing,Activision,360000,240000,0,72
Heroes VS,PSP,2013.0,Fighting,Namco Bandai Games,0,0,20000,96
LEGO Star Wars II: The Original Trilogy,XB,2006.0,Action,LucasArts,330000,100000,0,98
Spectrobes: Beyond the Portals,DS,2008.0,Role-Playing,Disney Interactive Studios,360000,110000,0,96
LEGO Marvel's Avengers,3DS,2016.0,Action,Warner Bros. Interactive Entertainment,70000,90000,10000,100
F.E.A.R. 2: Project Origin,PS3,2009.0,Shooter,Warner Bros. Interactive Entertainment,190000,200000,10000,56
Dragon Ball Z: Sagas,PS2,2005.0,Fighting,Atari,380000,10000,0,89
Shattered Union,XB,2005.0,Strategy,Take-Two Interactive,30000,10000,0,98
Gakuen Alice: WakuWaku * Happy Friends,DS,2007.0,Adventure,Kids Station,0,0,30000,97
Total War: Shogun 2 - Fall of the Samurai,PC,2012.0,Strategy,Sega,70000,100000,0,93
Scripps Spelling Bee,DS,2010.0,Simulation,THQ,140000,0,0,62
Touhoku Daigaku Mirai Kagaku Gijutsu Kyoudou Kenkyuu Center Kawashima Ryuuta Kyouju Kanshu: Nou Ryoku Trainer Portable,PSP,2005.0,Misc,Sega,0,0,300000,80
Tiger Woods PGA Tour 14,PS3,2013.0,Sports,Electronic Arts,160000,140000,0,95
I Am In The Movie,Wii,2012.0,Simulation,Namco Bandai Games,0,0,80000,78
True Swing Golf,DS,2005.0,Sports,Nintendo,110000,0,40000,65
Bratz: Rock Angelz,GC,2005.0,Misc,THQ,160000,40000,0,72
Rozen Maiden: Duellwalzer,PS2,2006.0,Adventure,Taito,0,0,20000,65
Power Pro Kun Pocket 11,DS,2008.0,Sports,Konami Digital Entertainment,0,0,290000,65
Deus Ex: Human Revolution,WiiU,2013.0,Shooter,Square Enix,50000,50000,0,89
Crime Life: Gang Wars,XB,2005.0,Action,Konami Digital Entertainment,40000,10000,0,89
The Sum of All Fears,GBA,2002.0,Shooter,Ubisoft,30000,10000,0,52
Kung Fu Panda 2,Wii,2011.0,Action,THQ,70000,50000,0,79
Alice in Wonderland,Wii,2010.0,Adventure,Disney Interactive Studios,250000,210000,0,85
MotoGP 07,PS2,2007.0,Racing,Capcom,50000,40000,0,76
DiRT 2,PSP,2009.0,Racing,Sony Computer Entertainment,90000,150000,0,80
Atelier Escha & Logy: Alchemists of the Dusk Sky,PS3,2013.0,Role-Playing,Tecmo Koei,60000,30000,100000,92
Castlevania: Harmony of Dissonance,GBA,2002.0,Platform,Konami Digital Entertainment,160000,60000,40000,75
Tiger Woods PGA Tour 09,PS3,2008.0,Sports,Electronic Arts,340000,220000,0,69
ZooCube,GC,2002.0,Puzzle,Acclaim Entertainment,20000,0,0,68
Yumeiro Patissiere: My Sweets Cooking,DS,2010.0,Simulation,Konami Digital Entertainment,0,0,30000,68
Rabbids: Alive & Kicking,X360,2011.0,Misc,Ubisoft,150000,110000,0,81
Truth or Lies,X360,2010.0,Misc,THQ,70000,30000,0,94
Catwoman,GC,2004.0,Action,Electronic Arts,50000,10000,0,65
Medieval Games,Wii,2009.0,Action,Vir2L Studios,140000,10000,0,93
Prince of Persia: The Sands of Time,GC,2003.0,Action,Ubisoft,250000,60000,0,54
Metal Gear Rising: Revengeance,X360,2013.0,Action,Konami Digital Entertainment,300000,140000,0,90
Okage: Shadow King,PS2,2001.0,Role-Playing,Sony Computer Entertainment,140000,110000,80000,72
Lost Dimension,PSV,2014.0,Role-Playing,Nippon Ichi Software,30000,10000,20000,55
Space Venus starring Morning Musume,PS2,2001.0,Misc,Sony Music Entertainment,0,0,140000,65
Gran Turismo (PSP),PSP,2009.0,Racing,Sony Computer Entertainment,500000,1580000,310000,97
PokÃ©Park Wii: Pikachu's Adventure,Wii,2009.0,Adventure,Nintendo,530000,160000,420000,82
Where the Wild Things Are,Wii,2009.0,Platform,Warner Bros. Interactive Entertainment,110000,0,0,76
Gangs of London,PSP,2006.0,Adventure,Sony Computer Entertainment,300000,430000,0,82
The Crow: City of Angels,PS,1997.0,Action,Acclaim Entertainment,10000,10000,0,86
Disgaea 3: Absence of Detention,PSV,,Role-Playing,Nippon Ichi Software,110000,50000,70000,76
NCAA Basketball 09,PS2,2008.0,Sports,Electronic Arts,140000,110000,0,65
The Evil Within,PS4,2014.0,Action,Bethesda Softworks,550000,860000,110000,55
Clash of Elementalists,DS,2010.0,Action,Level 5,0,0,470000,72
Dave Mirra Freestyle BMX 2,GC,2001.0,Sports,Acclaim Entertainment,210000,60000,0,73
Codename: Kids Next Door: Operation S.O.D.A.,GBA,2004.0,Platform,Global Star,50000,20000,0,78
Alpha Protocol,X360,2010.0,Role-Playing,Sega,230000,120000,0,83
The King of Fighters '97,SAT,1998.0,Fighting,SNK,0,0,170000,88
Ready 2 Rumble Boxing: Round 2,PS2,2000.0,Fighting,Midway Games,400000,310000,0,87
Shiren the Wanderer 4 - God's Eye and the Demon's Navel,PSP,2012.0,Role-Playing,Spike,0,0,40000,83
Atelier Annie: Alchemists of Sera Island,DS,2009.0,Role-Playing,Gust,80000,0,30000,87
Super Heroine Chronicle,PS3,2014.0,Role-Playing,Namco Bandai Games,0,0,30000,84
So-Ra-No-Wo-To: Otome no Gojuusou,PSP,2010.0,Adventure,Compile Heart,0,0,20000,76
Hitman: HD Trilogy,PS3,2013.0,Action,Square Enix,70000,90000,0,59
Otome wa Oanesama Boku ni Koi Shiteru Portable,PSP,2010.0,Adventure,Alchemist,0,0,20000,57
Drakengard 3,PS3,2013.0,Role-Playing,Square Enix,100000,0,190000,97
Pac-Man & Galaga Dimensions,3DS,2011.0,Misc,Namco Bandai Games,100000,40000,40000,50
Archer Maclean's Mercury,PSP,2005.0,Puzzle,Ignition Entertainment,170000,240000,0,63
Jikkyou Powerful Pro Yakyuu 2013,PSV,2013.0,Sports,Konami Digital Entertainment,0,0,100000,91
World Poker Tour,GBA,2005.0,Misc,Take-Two Interactive,10000,0,0,71
Dragon Ball: Xenoverse 2,XOne,2016.0,Action,Namco Bandai Games,110000,70000,0,58
Record of Lodoss War: Eiyuu Sensou,SCD,1994.0,Role-Playing,Sega,0,0,60000,95
Beyblade: Metal Fusion - Battle Fortress,Wii,2009.0,Action,Konami Digital Entertainment,150000,0,30000,77
Cabela's North American Adventures,PSP,2010.0,Sports,Activision,90000,0,0,59
Quo Vadis,SAT,1995.0,Strategy,Glams,0,0,80000,88
Kyoukai no Shirayuki,PSV,2016.0,Action,Idea Factory,0,0,10000,51
Zapper: One Wicked Cricket!,GBA,2002.0,Platform,Infogrames,100000,40000,0,54
FIFA Soccer 06,PS2,2005.0,Sports,Electronic Arts,780000,2550000,40000,58
SimCity 2000,PS,1996.0,Simulation,Maxis,680000,460000,0,80
Duel Masters: Shadow of the Code,GBA,2004.0,Misc,Atari,10000,0,0,69
Baseball,GB,1989.0,Sports,Nintendo,660000,270000,650000,68
Still Life 2,PC,2009.0,Adventure,Rondomedia,0,10000,0,63
Shenmue II,XB,2002.0,Adventure,Microsoft Game Studios,220000,80000,0,81
Gokujou Parodius,SNES,1994.0,Shooter,Konami Digital Entertainment,0,0,180000,56
Unreal Tournament 2003,PC,2002.0,Shooter,Atari,0,10000,0,88
Transformers: Devastation,X360,2015.0,Action,Activision,60000,10000,0,53
Hang On GP,SAT,1995.0,Racing,Sega,0,0,70000,89
Pokemon Omega Ruby/Pokemon Alpha Sapphire,3DS,2014.0,Role-Playing,Nintendo,4350000,3490000,3100000,73
R.U.S.E.,PS3,2010.0,Strategy,Ubisoft,180000,220000,20000,94
Miyako,PSP,2010.0,Adventure,Idea Factory,0,0,20000,55
SOCOM: U.S. Navy SEALs Confrontation,PS3,2008.0,Shooter,Sony Computer Entertainment,940000,160000,20000,68
Bust-A-Move DS,DS,2005.0,Puzzle,505 Games,80000,20000,0,53
Vacation Isle: Beach Party,Wii,2010.0,Misc,Warner Bros. Interactive Entertainment,80000,20000,0,50
World Soccer Winning Eleven 8: Liveware Evolution,PS2,2005.0,Sports,Konami Digital Entertainment,0,0,470000,70
Diner Dash: Flo on the Go,DS,2009.0,Puzzle,Zoo Games,130000,0,0,79
State of Decay,XOne,2015.0,Strategy,Microsoft Game Studios,140000,50000,0,96
Major League Baseball 2K10,DS,2010.0,Sports,Take-Two Interactive,140000,0,0,70
Blazing Angels: Squadrons of WWII,XB,2006.0,Simulation,Ubisoft,60000,20000,0,88
Risen 3: Titan Lords,PS4,2015.0,Role-Playing,Deep Silver,0,50000,0,85
Reign of Fire,XB,2002.0,Shooter,BAM! Entertainment,70000,20000,0,84
Monster Racers,DS,2009.0,Racing,Tecmo Koei,50000,0,20000,98
Yowamushi Pedal,3DS,2015.0,Action,Namco Bandai Games,0,0,40000,61
Wordfish,DS,2008.0,Puzzle,Ubisoft,70000,0,0,79
NBA 08,PS3,2007.0,Sports,Sony Computer Entertainment,120000,0,0,75
World of Warcraft: Warlords of Draenor,PC,2014.0,Action,Activision Blizzard,80000,360000,0,95
Ferrari F355 Challenge,PS2,2002.0,Racing,Sony Computer Entertainment,30000,20000,0,98
Mass Effect Trilogy,PC,2012.0,Action,Electronic Arts,90000,160000,0,64
Rapala Pro Bass Fishing 2010,DS,2010.0,Sports,Activision,90000,0,0,89
Gray Matter,PC,2011.0,Adventure,DTP Entertainment,20000,50000,0,88
Pinball Hall of Fame: The Williams Collection,PS3,2009.0,Misc,Crave Entertainment,200000,0,0,57
Dragon Ball Z,SNES,1993.0,Fighting,Namco Bandai Games,0,0,1450000,57
Silent Hunter III,PC,2005.0,Simulation,Ubisoft,0,70000,0,91
Vigilante 8: 2nd Offense,PS,1999.0,Racing,Activision,270000,180000,0,76
Left 4 Dead 2,PC,2009.0,Shooter,Valve Software,0,320000,0,62
The Sims 2: Castaway,PSP,2007.0,Simulation,Electronic Arts,80000,460000,0,54
Ridge Racer,PS,1994.0,Racing,Sony Computer Entertainment,0,0,740000,72
JumpStart: Escape from Adventure Island,Wii,2009.0,Adventure,Knowledge Adventure,380000,0,0,68
Love Plus +,DS,2010.0,Simulation,Konami Digital Entertainment,0,0,230000,88
Batman Beyond: Return of the Joker,N64,2000.0,Action,Ubisoft,70000,20000,0,94
R.U.S.E.,X360,2010.0,Strategy,Ubisoft,120000,110000,0,91
World Series of Poker 2008: Battle for the Bracelets,DS,2007.0,Misc,Activision,50000,0,0,77
Circuit Breakers,PS,1998.0,Racing,Mindscape,40000,30000,0,55
Ready 2 Rumble Boxing: Round 2,PS,2000.0,Fighting,Midway Games,290000,200000,0,99
Dark Souls II,X360,2014.0,Role-Playing,Namco Bandai Games,480000,180000,10000,90
Shining Ark,PSP,2013.0,Role-Playing,Sega,0,0,110000,59
Wall-E,PSP,2008.0,Platform,THQ,290000,220000,0,83
Vampire Night,PS2,2001.0,Shooter,Sony Computer Entertainment,70000,50000,0,81
Mucha Lucha! Mascaritas of the Lost Code,GBA,2003.0,Fighting,Ubisoft,50000,20000,0,53
Mobile Suit Gundam Side Story: Missing Link,PS3,2014.0,Action,Namco Bandai Games,0,0,120000,65
Tony Hawk's Pro Skater 2,PS,2000.0,Sports,Activision,3050000,1410000,20000,95
NBA Live 09,X360,2008.0,Sports,Electronic Arts,500000,140000,0,86
NFL Blitz,PS,1998.0,Sports,Midway Games,1410000,50000,0,76
Prince of Persia: Warrior Within,PS2,2004.0,Action,Ubisoft,540000,880000,0,67
Battle Arena Toshinden 3,PS,1996.0,Fighting,Sony Computer Entertainment,60000,40000,140000,83
Saint Seiya: Brave Soldiers,PS3,2013.0,Fighting,Namco Bandai Games,0,10000,60000,95
Tenka-bito,PS2,2006.0,Strategy,Sega,0,0,30000,67
MotoGP 08,PS3,2008.0,Racing,Capcom,70000,240000,0,56
Mayhem 3D,PS3,2011.0,Racing,Evolved Games,50000,0,0,75
Hotel for Dogs,Wii,2009.0,Simulation,505 Games,40000,0,0,79
Hydro Thunder,PS,1999.0,Racing,Midway Games,260000,170000,0,84
Buzz! Quiz World,PS3,2009.0,Misc,Sony Computer Entertainment,160000,570000,0,83
Mystery Dungeon: Shiren the Wanderer,SNES,1995.0,Role-Playing,ChunSoft,0,0,400000,53
Hasbro Family Game Night 3,Wii,2010.0,Misc,Electronic Arts,460000,270000,0,53
LEGO The Lord of the Rings,X360,2012.0,Action,Warner Bros. Interactive Entertainment,640000,490000,0,66
Monster Trucks Mayhem,Wii,2009.0,Racing,Zoo Games,380000,0,0,72
WorldShift,PC,2009.0,Strategy,Playlogic Game Factory,20000,0,0,61
Winning Eleven: Pro Evolution Soccer 2007,PC,2006.0,Sports,Konami Digital Entertainment,0,10000,0,58
F1 Racing Championship,PS,2000.0,Racing,Video System,60000,40000,0,70
Myth Makers: Orbs of Doom,Wii,2007.0,Puzzle,Popcorn Arcade,50000,0,0,77
Theme Park,PS,1994.0,Simulation,Electronic Arts,240000,160000,130000,61
The Price is Right,DS,2008.0,Misc,Ubisoft,460000,0,0,66
Kiniro no Corda 3,PS2,2010.0,Adventure,Tecmo Koei,0,0,30000,66
Pokemon Stadium,N64,1999.0,Strategy,Nintendo,3180000,1240000,940000,94
X-Men: Destiny,PS3,2011.0,Action,Activision,140000,70000,0,99
Kinectimals: Now with Bears!,X360,2011.0,Misc,Microsoft Game Studios,270000,60000,0,78
DiRT 2,PC,2009.0,Racing,Codemasters,0,40000,0,50
Heathcliff! Frantic Foto,DS,2010.0,Misc,Storm City Games,40000,0,0,62
Blood: The Last Vampire (Joukan),PS2,2000.0,Adventure,Sony Computer Entertainment,0,0,90000,77
Yakuza: Ishin,PS4,2014.0,Action,Sega,0,0,150000,56
Beach Spikers: Virtua Beach Volleyball,GC,2002.0,Sports,Sega,80000,20000,0,77
Luminous Arc Infinity,PSV,2015.0,Action,Marvel Entertainment,0,0,50000,100
Star Wars Episode I: Battle for Naboo,N64,2000.0,Simulation,LucasArts,210000,50000,0,54
Wipeout: The Game,DS,2010.0,Misc,Activision,560000,0,0,84
Harry Potter and the Prisoner of Azkaban,PC,2004.0,Action,Electronic Arts,0,30000,0,93
Harry Potter and the Half-Blood Prince,Wii,2009.0,Action,Electronic Arts,280000,390000,0,81
Summer Athletics: The Ultimate Challenge (US sales),Wii,2008.0,Sports,DTP Entertainment,230000,30000,0,87
Guild Wars: Nightfall,PC,2006.0,Role-Playing,NCSoft,0,20000,0,54
Nodame Cantabile: Tanoshii Ongaku no Jikan Desu,DS,2010.0,Misc,Namco Bandai Games,0,0,20000,100
Schlag den Raab,PC,2010.0,Misc,Namco Bandai Games,0,20000,0,85
Rescue Heroes: Billy Blazes,GBA,2003.0,Action,Vivendi Games,60000,20000,0,92
Shadow Master,PS,1997.0,Adventure,Psygnosis,50000,40000,0,94
Karaoke Revolution Presents American Idol Encore 2,Wii,2008.0,Misc,Konami Digital Entertainment,300000,0,0,97
Burnout Paradise,X360,2008.0,Racing,Electronic Arts,630000,570000,10000,57
The Tale of Despereaux,PS2,2008.0,Platform,Brash Entertainment,170000,130000,0,74
Sega Superstars Tennis,PS2,2008.0,Sports,Sega,100000,0,0,72
Viewtiful Joe 2,PS2,2004.0,Action,Capcom,100000,80000,0,71
Quiz Magic Academy DS,DS,2008.0,Misc,Konami Digital Entertainment,0,0,320000,87
Don Bradman Cricket 14,PS4,2015.0,Sports,Tru Blu Entertainment,10000,90000,0,84
Kawa no Nushi Tsuri,PS,1998.0,Sports,Victor Interactive,0,0,150000,68
Winning Post 6,PS2,2003.0,Sports,Tecmo Koei,0,0,90000,87
Kamaitachi no Yoru Ã— 3,PS2,2006.0,Adventure,Sega,0,0,160000,62
Soul Eater: Monotone Princess,Wii,2008.0,Action,Square Enix,0,0,20000,65
