Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Critic_Score
Man vs. Wild,X360,2011.0,Action,Crave Entertainment,0.09,0.0,0.0,81.0
Doraemon 2: Nobita no Toizurando Daibouken,SNES,1993.0,Role-Playing,Epoch,0.0,0.0,0.05,81.0
Mirror's Edge,PC,2009.0,Platform,Electronic Arts,0.0,0.05,0.0,81.0
NHL 2002,PS2,2001.0,Sports,Electronic Arts,0.59,0.46,0.0,92.0
LEGO The Lord of the Rings,Wii,2012.0,Action,Warner Bros. Interactive Entertainment,0.48,0.34,0.0,75.0
Growlanser,PSP,2009.0,Role-Playing,Atlus,0.0,0.0,0.04,75.0
Reel Fishing II,PS,2000.0,Sports,Victor Interactive,0.1,0.07,0.0,75.0
Mary-Kate and Ashley: Girls Night Out,GBA,2002.0,Misc,Acclaim Entertainment,0.15,0.05,0.0,75.0
NHRA Drag Racing: Countdown to the Championship,PSP,2007.0,Racing,THQ,0.03,0.0,0.0,32.0
San Francisco Rush: Extreme Racing,N64,1997.0,Racing,GT Interactive,0.63,0.11,0.0,32.0
Land of the Dead: Road to Fiddler's Green,XB,2005.0,Shooter,Groove Games,0.05,0.01,0.0,32.0
Kirby Air Ride,GC,2003.0,Racing,Nintendo,1.01,0.11,0.45,61.0
Street Fighter II: The World Warrior,SNES,1992.0,Fighting,Capcom,2.47,0.83,2.87,72.0
The Saboteur,PS3,2009.0,Action,Electronic Arts,0.2,0.21,0.0,72.0
LEGO Indiana Jones 2: The Adventure Continues,Wii,2009.0,Action,Activision,0.9,0.38,0.0,72.0
Mirror's Edge,PS3,2008.0,Platform,Electronic Arts,0.31,0.58,0.02,79.0
JoJo's Bizarre Adventure: Eyes of Heaven,PS4,2015.0,Fighting,Namco Bandai Games,0.0,0.0,0.03,61.0
Taz Wanted,XB,2002.0,Platform,Atari,0.05,0.02,0.0,62.0
Tom Clancy's Ghost Recon: Future Soldier,X360,2012.0,Shooter,Ubisoft,0.93,0.4,0.02,79.0
God Eater Resurrection,PSV,2015.0,Action,Namco Bandai Games,0.0,0.0,0.19,63.0
Star Trek: Tactical Assault,DS,2006.0,Strategy,Ubisoft,0.05,0.01,0.0,63.0
Mighty No. 9,PS4,2016.0,Platform,Deep Silver,0.04,0.0,0.0,52.0
Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou,DS,2009.0,Adventure,Level 5,0.0,0.0,0.03,81.0
Metal Arms: Glitch in the System,PS2,2003.0,Shooter,Vivendi Games,0.17,0.13,0.0,81.0
Fairytale Fights,X360,2009.0,Action,Playlogic Game Factory,0.14,0.02,0.0,51.0
DanceMasters,X360,2010.0,Misc,Konami Digital Entertainment,0.15,0.02,0.02,63.0
Akiba's Trip: Undead & Undressed,PS4,2014.0,Action,Acquire,0.08,0.0,0.01,69.0
Formula One World Championship: Beyond the Limit,SCD,1994.0,Racing,Sega,0.0,0.0,0.07,69.0
Generator Rex: Agent of Providence,PS3,2011.0,Action,Activision,0.05,0.01,0.0,69.0
Enchanted Arms,X360,2006.0,Role-Playing,Ubisoft,0.16,0.02,0.0,69.0
The King of Route 66,PS2,2003.0,Racing,Sega,0.03,0.02,0.0,57.0
Urban Reign,PS2,2005.0,Action,Namco Bandai Games,0.04,0.03,0.0,60.0
Custom Beat Battle: Draglade 2,DS,2008.0,Fighting,Namco Bandai Games,0.0,0.0,0.03,67.0
Pony Friends,DS,2007.0,Simulation,Eidos Interactive,0.0,0.04,0.0,67.0
Buzz Lightyear of Star Command,PS,2000.0,Platform,Activision,0.35,0.24,0.0,54.0
Fighter Maker 2,PS2,2002.0,Fighting,Enterbrain,0.03,0.03,0.0,58.0
Skylanders Giants,Wii,2012.0,Action,Activision,1.48,0.83,0.0,78.0
Rondo of Swords (US sales),DS,2007.0,Role-Playing,Success,0.16,0.0,0.0,82.0
Hot Shots Golf: Open Tee 2,PSP,2007.0,Sports,Sony Computer Entertainment,0.21,0.11,0.28,82.0
Kessen,PS2,2000.0,Strategy,Electronic Arts,0.27,0.21,0.41,75.0
King Arthur,GC,2004.0,Action,Konami Digital Entertainment,0.03,0.01,0.0,60.0
Mike Tyson's Punch-Out!!,NES,1987.0,Fighting,Nintendo,2.03,0.47,0.45,73.0
2014 FIFA World Cup Brazil,PS3,2014.0,Sports,Electronic Arts,0.15,0.36,0.01,73.0
My Hero Academia: Battle for All,3DS,2016.0,Action,Namco Bandai Games,0.0,0.0,0.04,73.0
Kung Fu Panda: Legendary Warriors,DS,2008.0,Action,Activision,0.02,0.0,0.0,73.0
Chaos Wars,PS2,2006.0,Strategy,Idea Factory,0.0,0.0,0.04,64.0
MotoGP 15,PS3,2015.0,Racing,Milestone S.r.l.,0.0,0.02,0.03,68.0
QuickSpot,DS,2006.0,Misc,Namco Bandai Games,0.01,0.0,0.13,68.0
Detective Conan: Phantom Rhapsody,3DS,2014.0,Action,Namco Bandai Games,0.0,0.0,0.03,37.0
Blackwater,X360,2011.0,Shooter,505 Games,0.09,0.02,0.0,37.0
Chaos;Child,PSV,2015.0,Adventure,5pb,0.0,0.0,0.05,56.0
Namco Museum Battle Collection (JP sales),PSP,2005.0,Misc,Sony Computer Entertainment,0.0,0.0,0.02,56.0
Dragon Ball: Raging Blast,X360,2009.0,Fighting,Namco Bandai Games,0.36,0.08,0.02,56.0
International Superstar Soccer 2000 (JP weekly sales),N64,1999.0,Sports,Konami Digital Entertainment,0.0,0.0,0.18,92.0
Medal of Honor,PS,1998.0,Shooter,Electronic Arts,1.44,1.09,0.0,92.0
Rugrats: I Gotta Go Party,GBA,2002.0,Action,THQ,0.19,0.07,0.0,58.0
Rocky Balboa,PSP,2007.0,Sports,Ubisoft,0.01,0.09,0.0,58.0
Kamaitachi no Yoru 2: Tokubetsu Hen,PSP,2006.0,Adventure,ChunSoft,0.0,0.0,0.01,68.0
Break 'Em All,DS,2005.0,Puzzle,D3Publisher,0.11,0.0,0.0,68.0
Spy Fox in Dry Cereal,Wii,2008.0,Adventure,Majesco Entertainment,0.06,0.0,0.0,48.0
Jewel Quest IV: Heritage,DS,2011.0,Puzzle,iWin,0.0,0.05,0.0,48.0
Mario Party 3,N64,2000.0,Misc,Nintendo,0.72,0.16,1.01,48.0
Martian Panic,Wii,2010.0,Adventure,Unknown,0.08,0.0,0.0,48.0
Family Feud: 2012 Edition,Wii,2011.0,Misc,Ubisoft,0.17,0.0,0.0,48.0
Homefront: The Revolution,PS4,2016.0,Shooter,Deep Silver,0.06,0.21,0.03,48.0
Warhammer: The End Times - Vermintide,PS4,2016.0,Action,Games Workshop,0.01,0.02,0.0,90.0
ICO,PS2,2001.0,Action,Sony Computer Entertainment,0.23,0.18,0.0,90.0
Sword Art Online: Hollow Realization,PSV,2016.0,Role-Playing,Namco Bandai Games,0.0,0.04,0.1,60.0
Mafia III,XOne,2016.0,Action,Take-Two Interactive,0.28,0.29,0.0,67.0
Prince of Persia: The Forgotten Sands,PSP,2010.0,Action,Ubisoft,0.09,0.18,0.01,65.0
Root Letter,PSV,2016.0,Adventure,PQube,0.0,0.03,0.01,78.0
Super Famista 4,SNES,1995.0,Sports,Namco Bandai Games,0.0,0.0,0.42,90.0
Gekiatsu!! Pachi Game Tamashi Max: Evangelion 7 x Seimei no Kodou,PS3,2012.0,Misc,Fields,0.0,0.0,0.03,90.0
NBA 2K17,XOne,2016.0,Sports,Take-Two Interactive,0.86,0.06,0.0,90.0
The Legend of Zelda: The Minish Cap,GBA,2004.0,Action,Nintendo,0.89,0.22,0.22,89.0
Life is Strange,PC,2016.0,Adventure,Square Enix,0.01,0.04,0.0,83.0
NHL 2K3,GC,2002.0,Sports,Sega,0.01,0.0,0.0,89.0
MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All,PSV,2015.0,Role-Playing,Idea Factory,0.01,0.01,0.01,82.0
NCAA Football 12,X360,2011.0,Sports,Electronic Arts,0.94,0.0,0.0,82.0
D,PS,1995.0,Adventure,Acclaim Entertainment,0.0,0.0,0.1,65.0
Disney's Home on the Range,GBA,2004.0,Action,Disney Interactive Studios,0.12,0.04,0.0,65.0
7 Roses: A Darkness Rises,PC,2015.0,Misc,Avanquest Software,0.0,0.02,0.0,88.0
Sakura Wars 1 & 2,PSP,2006.0,Strategy,Sega,0.0,0.0,0.02,88.0
NCAA Football 2005,GC,2004.0,Sports,Electronic Arts,0.17,0.04,0.0,88.0
Tigger's Honey Hunt,N64,2000.0,Platform,Ubisoft,0.16,0.04,0.0,92.0
Chrono Trigger,DS,2008.0,Role-Playing,Square Enix,0.61,0.16,0.49,92.0
The Matrix: Path of Neo,PS2,2005.0,Action,Atari,0.41,0.01,0.0,69.0
Agarest Senki: Re-appearance,PS3,2001.0,Role-Playing,Idea Factory,0.0,0.0,0.01,63.0
Zoboomafoo: Leapin' Lemurs!,PS,2001.0,Action,Encore,0.02,0.01,0.0,63.0
Angry Birds Trilogy,X360,2012.0,Action,Activision,0.18,0.05,0.0,63.0
Grand Theft Auto: Vice City Stories,PSP,2006.0,Action,Take-Two Interactive,1.7,1.99,0.16,86.0
Super Robot Taisen F Kanketsuhen,SAT,1998.0,Strategy,Banpresto,0.0,0.0,0.55,86.0
"Warhammer 40,000: Dawn of War",PC,2004.0,Strategy,THQ,0.01,0.03,0.0,86.0
Looney Tunes: Sheep Raider,PS,2001.0,Platform,Infogrames,0.07,0.05,0.0,72.0
Metal Max 3,DS,2010.0,Role-Playing,Enterbrain,0.0,0.0,0.13,68.0
Star Wars: The Force Unleashed,PS2,2008.0,Action,LucasArts,0.49,0.0,0.01,68.0
Arcania: Gothic 4,PS4,2015.0,Role-Playing,Nordic Games,0.04,0.0,0.0,88.0
Digimon Adventure,PSP,2013.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.1,88.0
BioShock 2,X360,2010.0,Shooter,Take-Two Interactive,1.45,0.54,0.02,88.0
Chou Gekijouban Keroro Gunsou 3: Tenkuu Daibouken de Arimasu!,DS,2008.0,Action,Namco Bandai Games,0.0,0.0,0.06,72.0
Ace Attorney 6,3DS,2016.0,Adventure,Capcom,0.0,0.0,0.27,72.0
Monster Hunter Freedom 2,PS3,2011.0,Role-Playing,Capcom,0.0,0.0,0.5,72.0
Chocobo no Fushigi Dungeon,PS,1997.0,Role-Playing,SquareSoft,0.0,0.0,1.14,72.0
Arc the Lad: Twilight of the Spirits,PS2,2003.0,Role-Playing,Sony Computer Entertainment,0.18,0.14,0.0,72.0
Charlie's Angels,GC,2003.0,Action,Ubisoft,0.01,0.0,0.0,23.0
YoKai Watch Dance: Just Dance Special Version,WiiU,2015.0,Misc,Level 5,0.0,0.0,0.03,64.0
Transformers: Dark of the Moon,3DS,2011.0,Action,Activision,0.16,0.04,0.0,64.0
Virus,SAT,1997.0,Shooter,Hudson Soft,0.0,0.0,0.08,64.0
Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,DS,2008.0,Misc,Namco Bandai Games,0.0,0.0,0.04,64.0
The Golf Club,XOne,2014.0,Sports,Unknown,0.03,0.0,0.0,64.0
World Cup of Pool,DS,2009.0,Sports,Midas Interactive Entertainment,0.06,0.0,0.0,44.0
Iron Man,Wii,2008.0,Action,Sega,0.3,0.22,0.0,44.0
Mega Man Zero,GBA,2002.0,Platform,Capcom,0.22,0.08,0.24,82.0
Yokai Watch 2 Shinuchi,3DS,2014.0,Role-Playing,Level 5,0.0,0.0,2.68,68.0
Learning to Spell,DS,2010.0,Misc,505 Games,0.16,0.0,0.0,68.0
UnchainBlades EXXiV,3DS,2012.0,Role-Playing,FuRyu,0.0,0.0,0.02,68.0
Gaia Saver Hero Saidai no Sakusen,SNES,1994.0,Role-Playing,Banpresto,0.0,0.0,0.03,68.0
WWE SmackDown vs. Raw 2010,PS2,2009.0,Fighting,THQ,0.53,0.01,0.0,68.0
Assassin's Creed IV: Black Flag,XOne,2013.0,Action,Ubisoft,1.48,0.55,0.0,68.0
Aliens vs Predator,PC,2010.0,Shooter,Sega,0.0,0.17,0.0,68.0
Battle Assault 3 featuring Gundam Seed,PS2,2004.0,Action,Namco Bandai Games,0.02,0.01,0.0,48.0
Rondo of Swords (jp sales),DS,2007.0,Role-Playing,Success,0.0,0.0,0.01,51.0
Dragon Ball Z: Sagas,XB,2005.0,Fighting,Atari,0.18,0.05,0.0,51.0
The Legend of Heroes: Trails in the Sky Third Chapter,PS3,2013.0,Role-Playing,Falcom Corporation,0.0,0.0,0.01,39.0
Disney's Party,GC,2002.0,Misc,Electronic Arts,0.04,0.01,0.0,39.0
Heavy Fire: Afghanistan,Wii,2011.0,Shooter,Mastiff,0.09,0.0,0.0,93.0
Gran Turismo 2,PS,1999.0,Racing,Sony Computer Entertainment,3.88,3.42,1.69,93.0
7th Dragon,DS,2009.0,Role-Playing,Sega,0.0,0.0,0.14,71.0
Vexx,GC,2003.0,Platform,Acclaim Entertainment,0.05,0.01,0.0,71.0
Spectrobes: Origins,Wii,2009.0,Role-Playing,Disney Interactive Studios,0.16,0.02,0.0,71.0
Spyro: Year of the Dragon,PS,2000.0,Platform,Sony Computer Entertainment,1.93,1.58,0.0,91.0
Super Mario Kart,SNES,1992.0,Racing,Nintendo,3.54,1.24,3.81,75.0
NBA Live 09,PS3,2008.0,Sports,Electronic Arts,0.46,0.0,0.02,75.0
Ridge Racer Unbounded,PC,2012.0,Racing,Namco Bandai Games,0.0,0.02,0.0,72.0
Luminous Arc,DS,2007.0,Role-Playing,Rising Star Games,0.16,0.0,0.06,70.0
Virtual Pro Wrestling,PS,1996.0,Fighting,Asmik Ace Entertainment,0.0,0.0,0.09,83.0
Iggy's Reckin' Balls,N64,1998.0,Racing,Acclaim Entertainment,0.06,0.02,0.0,83.0
Hitman 2: Silent Assassin,GC,2003.0,Action,Eidos Interactive,0.1,0.03,0.0,83.0
Jikkyou Powerful Pro Yakyuu Wii Ketteiban,Wii,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.03,62.0
LEGO Dimensions,WiiU,2015.0,Action,Warner Bros. Interactive Entertainment,0.3,0.18,0.0,62.0
Sam & Max: Beyond Time and Space,Wii,2010.0,Adventure,Atari,0.05,0.0,0.0,80.0
Uta no * Prince-Sama: Sweet Serenade,PSP,2011.0,Adventure,Broccoli,0.0,0.0,0.01,80.0
Donkey Kong Jungle Beat,GC,2004.0,Platform,Nintendo,0.84,0.22,0.24,80.0
Jewel Quest 5: The Sleepless Star,PC,2011.0,Action,Astragon,0.02,0.02,0.0,83.0
Harvest Moon: Sunshine Islands,DS,2008.0,Simulation,Rising Star Games,0.35,0.03,0.17,83.0
MDK,PS,1997.0,Shooter,Interplay,0.11,0.08,0.0,83.0
Sid Meier's Pirates!,PSP,2007.0,Strategy,Take-Two Interactive,0.16,0.01,0.0,83.0
Child of Light,PSV,2014.0,Role-Playing,Ubisoft,0.0,0.04,0.02,83.0
BlazBlue: Chrono Phantasma Extend,PSV,2015.0,Action,PQube,0.0,0.02,0.0,88.0
The Legend of Zelda,NES,1986.0,Action,Nintendo,3.74,0.93,1.69,88.0
ESPN NHL Hockey,XB,2003.0,Sports,Sega,0.08,0.02,0.0,88.0
Sonic CD,SCD,1993.0,Platform,Sega,1.0,0.36,0.09,78.0
Viz,N64,1998.0,Racing,Acclaim Entertainment,0.23,0.06,0.0,78.0
Mega Man Zero Collection,DS,2010.0,Platform,Capcom,0.17,0.01,0.11,78.0
Ben 10 Ultimate Alien: Cosmic Destruction,PS3,2010.0,Platform,D3Publisher,0.12,0.08,0.0,89.0
Thief (2014),X360,2014.0,Action,Square Enix,0.14,0.11,0.0,89.0
ChuChu Rocket!,GBA,2001.0,Strategy,Atari,0.06,0.02,0.0,89.0
NBA Street V3,XB,2005.0,Sports,Electronic Arts,0.28,0.03,0.0,89.0
Street Fighter Alpha: Warriors' Dreams,SAT,1996.0,Fighting,Capcom,0.0,0.0,0.35,84.0
Fight Night Champion,PS3,2011.0,Fighting,Electronic Arts,0.45,0.49,0.0,84.0
Mirror's Edge Catalyst,PC,2016.0,Platform,Electronic Arts,0.01,0.05,0.0,74.0
Crimson Tears,PS2,2004.0,Role-Playing,Capcom,0.02,0.01,0.0,62.0
The Simpsons Game,PS2,2007.0,Action,Electronic Arts,0.35,0.03,0.0,68.0
Tiger Woods PGA Tour 09,X360,2008.0,Sports,Electronic Arts,0.35,0.23,0.0,84.0
Yoshi's Cookie,NES,1992.0,Puzzle,Nintendo,0.41,0.06,0.63,67.0
Jimmie Johnson's Anything With an Engine,PS3,2011.0,Racing,Konami Digital Entertainment,0.07,0.0,0.0,67.0
Destiny: The Taken King,X360,2015.0,Shooter,Activision,0.24,0.08,0.0,85.0
Victory Spike,PS,1996.0,Sports,Imagineer,0.0,0.0,0.01,85.0
Medabots 9: Metabee / Rokusho,3DS,2015.0,Role-Playing,Rocket Company,0.0,0.0,0.03,85.0
No More Heroes: Heroes' Paradise,X360,2010.0,Action,Marvelous Interactive,0.0,0.0,0.02,85.0
Resident Evil Zero,PC,2016.0,Action,Capcom,0.01,0.01,0.0,85.0
NASCAR Thunder 2002,PS2,2001.0,Racing,Electronic Arts,0.57,0.44,0.0,85.0
Press Your Luck 2010 Edition,DS,2009.0,Misc,Ubisoft,0.18,0.0,0.0,79.0
Destruction Derby 64,N64,1999.0,Racing,THQ,0.13,0.03,0.0,79.0
Monopoly Collection,Wii,2011.0,Misc,Electronic Arts,0.02,0.07,0.0,79.0
Venus & Braves: Majo to Megami to Horobi no Yogen,PSP,2011.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.05,79.0
World Cup 98,N64,1998.0,Sports,Electronic Arts,0.14,0.4,0.0,79.0
NHL 2K7,PS3,2006.0,Sports,Take-Two Interactive,0.11,0.0,0.0,79.0
2 Games in 1: SpongeBob SquarePants: SuperSponge & Rugrats Go Wild,GBA,2005.0,Platform,THQ,0.33,0.12,0.0,78.0
Bishoujo Senshi Sailormoon R,SNES,1993.0,Fighting,Namco Bandai Games,0.0,0.0,0.27,78.0
Naruto: Ultimate Ninja (JP sales),PS2,2003.0,Fighting,Atari,0.0,0.0,0.32,78.0
Pro Evolution Soccer 2014,PS3,2013.0,Action,Konami Digital Entertainment,0.03,0.41,0.51,78.0
Sonic & Sega All-Stars Racing,Wii,2010.0,Racing,Sega,0.61,0.68,0.0,84.0
Jak 3,PS2,2004.0,Platform,Sony Computer Entertainment,1.33,0.49,0.0,84.0
Driver: San Francisco,Wii,2011.0,Racing,Ubisoft,0.06,0.09,0.0,64.0
Balloon Fight,NES,1985.0,Platform,Nintendo,0.39,0.09,0.43,68.0
Earth Defense Force 2017 Portable,PSV,2012.0,Action,D3Publisher,0.0,0.0,0.06,68.0
Adventure,2600,2016.0,Adventure,Atari,1.21,0.08,0.0,76.0
Yakuza Kiwami,PS4,2016.0,Adventure,Sega,0.0,0.0,0.16,76.0
Hoppie,DS,2011.0,Platform,Jack of All Games,0.02,0.0,0.0,76.0
[Prototype 2],PC,2012.0,Action,Activision,0.07,0.03,0.0,76.0
Romance of the Three Kingdoms IV: Wall of Fire,SNES,1994.0,Strategy,Tecmo Koei,0.0,0.0,0.53,66.0
ESPN NBA 2Night 2002,XB,2002.0,Sports,Konami Digital Entertainment,0.01,0.0,0.0,66.0
Jikkyou Powerful Pro Yakyuu '98 Kaimakuban,PS,1998.0,Sports,Konami Digital Entertainment,0.0,0.0,0.55,66.0
Adventures to Go!,PSP,2008.0,Role-Playing,Zushi Games,0.11,0.0,0.01,66.0
Heart no Kuni no Alice Anniversary Ver.: Wonderful Wonder World,PSP,2011.0,Adventure,Quinrose,0.0,0.0,0.02,66.0
Family Party: 30 Great Games Winter Fun,Wii,2010.0,Sports,D3Publisher,0.21,0.0,0.0,66.0
Obscure,XB,2004.0,Adventure,MC2 Entertainment,0.03,0.01,0.0,66.0
World Driver Championship,N64,1999.0,Racing,Midway Games,0.14,0.03,0.0,77.0
Need for Speed Underground,GBA,2003.0,Racing,Electronic Arts,0.21,0.08,0.0,77.0
Shaman King: Power of Spirit,PS2,2004.0,Adventure,Konami Digital Entertainment,0.06,0.05,0.0,54.0
Resident Evil 4 HD,PS4,2016.0,Shooter,Capcom,0.04,0.0,0.0,45.0
NPPL: Championship Paintball 2009,PS3,2008.0,Shooter,Activision Value,0.15,0.0,0.0,45.0
Mega Man X7,PS2,2003.0,Action,Capcom,0.22,0.17,0.14,58.0
Hoshizora no Comic Garden,DS,2008.0,Adventure,D3Publisher,0.0,0.0,0.01,64.0
Call of Duty: Roads to Victory,PSP,2007.0,Shooter,Activision,0.52,1.02,0.0,64.0
Color Cross,DS,2008.0,Misc,Rising Star Games,0.04,0.0,0.0,72.0
Petz Fantasy: Sunshine Magic,DS,2010.0,Simulation,Ubisoft,0.07,0.0,0.0,63.0
PoPoLoCrois: Hajimari no Bouken,PS2,2002.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.16,63.0
Future Tactics: The Uprising,GC,2004.0,Strategy,JoWood Productions,0.02,0.0,0.0,63.0
Ecco: The Tides of Time,GEN,1993.0,Adventure,Sega,0.0,0.0,0.07,84.0
God of War: Origins Collection,PS3,2011.0,Action,Sony Computer Entertainment,0.39,0.08,0.02,84.0
Resident Evil: Outbreak,PS2,2003.0,Action,Capcom,0.54,0.35,0.46,71.0
Penny Racers Party: Turbo-Q Speedway,Wii,2008.0,Racing,Takara Tomy,0.07,0.0,0.0,41.0
Iron Man 2,X360,2010.0,Action,Sega,0.15,0.09,0.0,41.0
Hakuouki: Zuisouroku,PS2,2009.0,Adventure,Idea Factory,0.0,0.0,0.04,74.0
2-in-1 Game Pack: Spider-Man & Spider-Man 2,GBA,2005.0,Platform,Activision,0.06,0.02,0.0,74.0
Wreckless: ThE YaKuza MisSiOns,XB,2002.0,Racing,Activision,0.42,0.11,0.02,74.0
Kirby's Block Ball,GB,1995.0,Puzzle,Nintendo,0.0,0.0,0.32,73.0
Disney's Donald Duck: Goin' Quackers,PS2,2000.0,Platform,Ubisoft,0.04,0.03,0.0,73.0
Wallace & Gromit in Project Zoo,GC,2003.0,Platform,BAM! Entertainment,0.05,0.01,0.0,78.0
Klonoa 2: Dream Champ Tournament,GBA,2002.0,Platform,Namco Bandai Games,0.02,0.01,0.0,78.0
Mortal Kombat: Deadly Alliance,XB,2002.0,Fighting,Midway Games,0.77,0.15,0.0,81.0
Ghostbusters (2016),XOne,2016.0,Action,Activision,0.04,0.0,0.0,80.0
SplashDown: Rides Gone Wild,PS2,2003.0,Racing,THQ,0.24,0.19,0.0,80.0
Nobunaga no Yabou: Haouden,SNES,1993.0,Strategy,Tecmo Koei,0.3,0.0,0.32,73.0
WWE 2K16,PS4,2015.0,Sports,Take-Two Interactive,0.41,0.6,0.0,73.0
Angry Birds Trilogy,PS3,2012.0,Action,Activision,0.12,0.02,0.0,66.0
Doom (2016),XOne,2016.0,Shooter,Bethesda Softworks,0.44,0.25,0.0,69.0
Thrillville,PS2,2006.0,Strategy,Atari,0.55,0.02,0.0,69.0
Harry Potter and the Chamber of Secrets,PS2,2002.0,Action,Electronic Arts,0.9,1.22,0.04,71.0
PGR: Project Gotham Racing 2,XB,2003.0,Racing,Microsoft Game Studios,0.97,0.59,0.04,78.0
Tom Clancy's Rainbow Six: Vegas 2,PC,2008.0,Shooter,Ubisoft,0.0,0.02,0.0,78.0
Air Traffic Chaos,DS,2007.0,Simulation,Ertain,0.05,0.0,0.0,66.0
ATV Quad Power Racing 2,GC,2003.0,Racing,Acclaim Entertainment,0.22,0.06,0.0,70.0
FIFA 16,XOne,2015.0,Sports,Electronic Arts,0.89,2.12,0.0,84.0
Final Fantasy V,SNES,1992.0,Role-Playing,SquareSoft,0.0,0.0,2.43,68.0
The Legend of Spyro: A New Beginning,DS,2006.0,Platform,Vivendi Games,0.33,0.01,0.0,68.0
Sid Meier's Pirates!,XB,2005.0,Strategy,Take-Two Interactive,0.11,0.03,0.0,74.0
NFL Blitz 2000,PS,1998.0,Sports,Midway Games,0.6,0.41,0.0,74.0
Major League Baseball 2K7,PS3,2007.0,Sports,Spike,0.23,0.0,0.0,74.0
WRC: World Rally Championship,PS2,2001.0,Racing,Sony Computer Entertainment,0.12,0.09,0.0,32.0
Hamster Heroes,Wii,2008.0,Puzzle,Popcorn Arcade,0.16,0.0,0.0,32.0
Kabuki Warriors,XB,2001.0,Action,Genki,0.05,0.01,0.0,32.0
Learn Math,DS,2009.0,Puzzle,DreamCatcher Interactive,0.12,0.0,0.0,48.0
WinBack 2: Project Poseidon,PS2,2006.0,Shooter,Tecmo Koei,0.01,0.01,0.0,48.0
Moe Star: Moeru Toudai Eigojuku,DS,2008.0,Misc,Mirai Shounen,0.0,0.0,0.02,75.0
The Next BIG Thing,PC,2011.0,Adventure,Focus Home Interactive,0.0,0.05,0.0,75.0
Ace Combat X: Skies of Deception,PSP,2006.0,Simulation,Namco Bandai Games,0.37,0.3,0.12,75.0
Ford Racing 2,XB,2003.0,Racing,Empire Interactive,0.11,0.03,0.0,62.0
Snood 2: On Vacation,GBA,2005.0,Puzzle,Zoo Digital Publishing,0.01,0.0,0.0,97.0
Dragon Ball Z Hyper Dimension,SNES,1995.0,Fighting,Namco Bandai Games,0.0,0.0,0.21,97.0
To Love-Ru Trouble: Darkness - True Princess,PSV,2015.0,Action,FuRyu,0.0,0.0,0.02,97.0
Grand Theft Auto V,X360,2013.0,Action,Take-Two Interactive,9.66,5.14,0.06,97.0
Asteroids Hyper 64,N64,1999.0,Shooter,Crave Entertainment,0.13,0.03,0.0,71.0
Cars,GC,2006.0,Racing,THQ,0.72,0.19,0.0,71.0
ModNation Racers,PSP,2010.0,Racing,Sony Computer Entertainment,0.11,0.26,0.02,73.0
Initial D: Special Stage,PS2,2003.0,Racing,Sega,0.0,0.0,0.27,87.0
CyberTiger,PS,1998.0,Sports,Electronic Arts,0.33,0.22,0.0,87.0
DiRT 3,X360,2011.0,Racing,Codemasters,0.23,0.4,0.01,87.0
Gauntlet / Rampart,GBA,2005.0,Misc,Zoo Digital Publishing,0.02,0.01,0.0,83.0
Persona Q: Shadow of the Labyrinth,3DS,2014.0,Role-Playing,Nippon Ichi Software,0.34,0.07,0.27,83.0
Barbie Horse Adventures: Riding Camp,PS2,2008.0,Sports,Activision,0.09,0.07,0.0,84.0
Harukanaru Toki no Naka de: Yumenoukihashi,DS,2008.0,Adventure,Tecmo Koei,0.0,0.0,0.05,84.0
All Grown Up! Express Yourself,GBA,2004.0,Misc,THQ,0.13,0.05,0.0,84.0
Tetris DS,DS,2006.0,Puzzle,Nintendo,0.63,0.05,1.35,84.0
Skate City Heroes,Wii,2008.0,Sports,Zoo Digital Publishing,0.11,0.0,0.0,59.0
Greg Hastings' Tournament Paintball Max'd,PS2,2006.0,Shooter,Activision,0.01,0.0,0.0,70.0
Heart Catch PreCure! Oshare Collection,DS,2010.0,Action,Namco Bandai Games,0.0,0.0,0.11,36.0
Paris-Dakar Rally,PS2,2001.0,Racing,Acclaim Entertainment,0.08,0.06,0.0,36.0
Power Rangers: Ninja Storm,GBA,2003.0,Misc,THQ,0.24,0.09,0.0,55.0
The Crew,PC,2014.0,Racing,Ubisoft,0.0,0.15,0.0,71.0
Mortal Kombat vs. DC Universe,X360,2008.0,Fighting,Midway Games,1.53,0.23,0.0,72.0
Dragon Age: Inquisition,PS4,2014.0,Role-Playing,Electronic Arts,0.73,0.88,0.08,89.0
Kagero: Deception II,PS,1998.0,Strategy,Virgin Interactive,0.03,0.02,0.22,71.0
Jampack Summer 2K,PS,2000.0,Misc,Sony Computer Entertainment,0.88,0.6,0.0,71.0
Off Road Challenge,N64,1998.0,Racing,GT Interactive,0.27,0.06,0.0,71.0
LEGO Indiana Jones 2: The Adventure Continues,X360,2009.0,Action,Activision,0.62,0.31,0.0,71.0
