Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,variety,winery
25863,Portugal,"Aged five years in cask, this has a dry edge with a light poise to it. It has a good, sweet raisin character, on the dry side.",Ruby Reserva,86,,Port,,,Port,Quinta do Passadouro
25869,Portugal,"A rounded wine, keeping the white fruit character of pears, given vibrancy by a citric grapefruit flavor. Full in the mouth, it has a smooth texture, finishing softly.",Samora Branco,86,11.0,Tejo,,,Portuguese White,Wines & Winemakers
25874,Portugal,"Spicy wine, with Moscatel giving an attractive lychee edge to the fresh apple skins and citrus. Lively final acidity.",Serras de Azeitão Branco,85,10.0,Península de Setúbal,,,Portuguese White,Bacalhôa Wines of Portugal
25879,Portugal,"A soft, juicy wine, one-dimensional but attractive in its strawberry fruits. There are pleasant tannins to give just enough weight.",Terra Grande Colheita,85,11.0,Alentejano,,,Portuguese Red,Parras Vinhos
25880,Portugal,"With its definite spritz, this is light, just off-dry Vinho Verde. It has vibrant green fruits, although the yeast character is perhaps too dominant.",Rei do Minho,85,,Vinho Verde,,,Portuguese White,Vinicola do Norte
25886,Portugal,"Attractive spicy wine from Setúbal region's signature grape. Ginger, berries and light wood work well together to give richness without weight.",Pedras do Monte,85,8.0,Península de Setúbal,,,Castelão,DFJ Vinhos
25892,Portugal,"Made from Dão's signature Encruzado grape, this has ripe almonds, yellow fruit and a seductive perfumed character. It's a rounded wine, the acidity well integrated into the ripe character. Drink now, but could age a year.",Cabriz Branco,86,,Dão,,,Encruzado,Dão Sul
25893,Portugal,"A soft, rounded melon and pear flavored wine. Very fruity, it is rich, smooth and ready to drink.",Monte da Cal Branco,86,,Alentejano,,,Portuguese White,Dão Sul
25914,Portugal,"Apples, green plums and peaches go with lemon zest acidity in this soft, fruity white wine. It is ready for drinking, finishing with an attractive warm finish.",Vinhas do Lasso Branco,86,,Lisboa,,,Portuguese White,Quinta do Pinto
25929,Portugal,"Earthy, spicy aromas are followed by a chunky wine, tasting of tough clay and limestone soils. Dark black currant fruits and layers of acidity, give an austere final flavor.",Azul Portugal,85,10.0,Bairrada,,,Portuguese Red,Wines & Winemakers
25934,Portugal,"Attractive fruits with a good, juicy flavor characterize this easy, fresh wine. Black berry flavors and vivid acidity make it ready to drink now.",Serras de Azeitão,85,10.0,Península de Setúbal,,,Portuguese Red,Bacalhôa Wines of Portugal
25938,Portugal,"A sweet style of white Port, its nut and honey flavors dominant. It has good balance though, a delicious apéritif wine.",White,85,12.0,Port,,,Port,Borges
25939,Portugal,"The Vinho Verde rosé style takes advantage of the high acidity of the red grapes in the region. Casa do Valle's rosé is bone dry, with an intense level of acidity, raspberry juice, crisp and fresh.",,85,10.0,Vinho Verde,,,Rosé,Casa do Valle
25947,Portugal,"Fresh and fruity, with attractive pink coloring, this light rosé has raspberry flavors, a touch of sweetness and caramel. It finishes bright and crisp.",Portada,85,7.0,Lisboa,,,Rosé,DFJ Vinhos
25980,Portugal,"Spicy fresh berry fruit, with a great burst of ripe plum juice, along with acidity. This is rich, although easy and medium-bodied. Drink now.",,85,14.0,Alentejano,,,Portuguese Red,Vale da Mina
25985,Portugal,"A wine that starts almost too soft, the structure only slowly coming through. The fruit is pleasant, wood and bitter chocolate, tobacco and spice, but the wine lacks definition.",Montaria Reserva,85,14.0,Alentejano,,,Portuguese Red,Parras Vinhos
26003,Portugal,"A medium-dry Vinho Verde, this is light and fresh without being quite crisp enough. Well chilled, though, it makes a lively and fresh apéritif.",Aliança,85,7.0,Vinho Verde,,,Portuguese White,Caves Aliança
26007,Portugal,"Tasting young, with a stalky edge, this reserve Port shows black fruits, very berry in character. It is structured, on the dry side.",Collector Reserva,85,22.0,Port,,,Port,Ramos-Pinto
26016,Portugal,"A soft fruited wine, its flavors are rounded with an attractive sunny feel. The wine is ripe while also attractively light, finishing with just the right amount of acidity.",Ciconia Branco,86,8.0,Alentejano,,,Portuguese White,Herdade de São Miguel
26019,Portugal,"Creamy apple and pear flavors give this wine a bright, while full-bodied style. Wood tastes and taut acidity combine easily with the fruit. Drink now.",Reserva Branco,86,,Douro,,,Portuguese White,Burmester
26044,Portugal,"A hearty, red-fruited wine with soft tannins, licorice and a fresh, juicy character. This is a soft wine, attractively balanced, the warm Alentejo sunshine filling the glass.",Montaria,85,10.0,Alentejano,,,Portuguese Red,Parras Vinhos
26045,Portugal,"Soft and fresh, a wine with delicious acidity, almonds and pink grapefruit flavors. A mineral edge comes through to give a vibrant aftertaste.",Azul Portugal Escolha,85,11.0,Vinho Verde,,,Portuguese White,Wines & Winemakers
26050,Portugal,"Fresh, herbal and stalky, a light-bodied red wine that has some well-balanced residual sugar to go with the red berry fruits. The soft texture masks the acidity. Screw cap.",Portada Tinto,84,7.0,Lisboa,,,Portuguese Red,DFJ Vinhos
26051,Portugal,"A bizarre blend of the hybrid Negra Mole and Trincadeira. The is soft, rather heavy in texture, rich plum flavors, lacking acidity.",Esplanada,84,11.0,Algarve,,,Portuguese Red,DFJ Vinhos
26145,Portugal,"A soft, earthy wine with light fruits and plum jelly flavors. It is a wine that should be drunk young to enjoy its balance of fruitiness, acidity and light tannins. Screwcap.",Ciconia,85,10.0,Alentejano,,,Portuguese Red,Herdade de São Miguel
26156,Portugal,"A broad wine, but with flavors of ripe melon, kiwi and an edge of lime. It is rounded and warm, although with a good final crisp edge of acidity.",Coroa d'Ouro Branco,85,12.0,Douro,,,Portuguese White,Poças
26160,Portugal,"Ripe pear fruit flavors go with green plums in the wine that has acidity, but does seem just too hot and heavy.",Branco,84,16.0,Península de Setúbal,,,Portuguese White,Herdade da Comporta
26163,Portugal,"Farmyard aromas follow through to a firmly dry, darkly tannic wine with bitter licorice flavors. It has spice from wood, but a rustic character dominates.",Reserva,84,22.0,Alentejano,,,Portuguese Red,Vale da Mina
26177,Portugal,"Attractive red fruits and a good juicy character alongside soft tannins. This is an easy wine, ready to drink now.",Pèra Doce,84,9.0,Alentejano,,,Portuguese Red,Parras Vinhos
26182,Portugal,"A fat, rich rosé, full of ripe berry fruits, caramel and spice. It misses out on freshness, and the alcohol does give a burn.",Olho de Mocho,83,18.0,Alentejano,,,Rosé,Herdade do Rocim
26186,Portugal,"Soft, ripe wine with some attractive red berry fruits, touches of mint and leather tannic edge.",Património,83,16.0,Lisboa,,,Portuguese Red,Caves Bonifacio
26200,Portugal,"Curious stalky fruit aromas don't translate well in this rather lean wine. It has black currant fruits, light tannins, prominent acidity, but lacks balanced density.",DFJ Tinta Roriz-Merlot,83,13.0,Lisboa,,,Portuguese Red,DFJ Vinhos
26246,Portugal,"The perfumes of Malvasia Fina shine in this attractive dry sparkling wine. It is fruity, although with a yeasty edge, creating a fine apéritif style.",Bruto,85,,Vinho Espumante de Qualidade,,,Portuguese Sparkling,Murganheira
26275,Portugal,"A soft, open wine, with flavors of wood aging to go with the sweet caramel and red fruit tastes. The wine has just a hint of tannin to hold it all together.",Reserve Tawny,85,,Port,,,Port,Kopke
26295,Portugal,"Raw, rustic wine, its tannins hardened by excessive acidity. It just about works as a rough and ready red.",Vale de Lobos,80,12.0,Ribatejo,,,Portuguese Red,Quinta da Ribeirinha
26381,Portugal,"A just off-dry Vinho Verde, fresh and spritzy. Acidity, sweet apples and a breezy citrus edge combine easily and lightly. Ready to drink.",Praia,84,,Vinho Verde,,,Portuguese White,Aveleda
26441,Portugal,"This wine features soft apple and pear fruit with light tannins and grapefruit freshness. It is clean, well-made and ready to drink.",Branco,84,7.0,Alentejano,,,Portuguese White,Finisterra
26512,Portugal,"A soft, open wine with only light tannins. The fruit is just as light, with strawberry and some spice. For drinking now.",Tinto,83,7.0,Alentejano,,,Portuguese Red,Finisterra
26646,Portugal,"A rare, maybe unique, blend of Arinto and Sauvignon Blanc, which imparts a curiously mineral character. The fresh character of both grape varieties seem lost in the rounded character of the wine.",Casa de Santar Terras do Dão,82,,Dão,,,Portuguese White,Dão Sul
26660,Portugal,"A curious sauerkraut perfume leads to a hard edged wine, the wood not in balance with the fruit. It is raw and not completely clean. Two bottles tasted.",,80,,Lisboa,,,Touriga Nacional,Quinta do Pinto
27189,Portugal,"This is a creamy ripe wine, spicy and toasty in character with rich Chardonnay and local grapes to give a balanced texture. Acidity is there along with pineapple and white peach flavors. The rich rounded texture is generous and opulent. The wine needs to age, so drink from 2017.",Terras do Anjo Branco,91,16.0,Lisboa,,,Portuguese White,Quinta do Pinto
27199,Portugal,"Produced from old vines, this is a serious and concentrated wine. It has a strong mineral texture that adds to the dark tannins to make a forceful structure. Powered by the structure and the black fruits it will age well. Start drinking in 2018.",Aguia Moura em Vinhas Velhas Garrafeira,91,40.0,Douro,,,Portuguese Red,Wines & Winemakers
27214,Portugal,"This wood-aged wine has juicy black fruits that are given shape by the firm tannins and dense, concentrated structure. Initially austere and packed with acidity, it needs time to develop. Drink this powerful wine from 2016.",Gerações Colheita Seleccionada,91,34.0,Alentejano,,,Portuguese Red,Herdade Grande
27216,Portugal,"Kopke has an impressive quantity of old tawnies, some of which will have ended up in this wine. It certainly seems older than its 20 years with strong wood flavors, smoky toast and beautiful mature acidity. It is very ready to drink, a fine mature tawny.",20-Years-Old Tawny,91,56.0,Port,,,Port,Kopke
27222,Portugal,"Beautifully perfumed, this has ripe blackberry flavors and a relatively dry character. The spirit is now well balanced, giving a backbone to the violet aromas and spicy character of this still-young LBV. It is good to drink now for its fruit, but it will improve and show more complex flavors after 2017–2018.",RPLBV Late Bottled Vintage,91,27.0,Port,,,Port,Ramos-Pinto
27235,Portugal,This wine is a great mix of fruit and a tight texture. The two are joined easily by the wood-aging flavors that give a smoky character as well as toastiness. The citrus and crisp peach skin acidity leave a lively aftertaste. Drink from 2016.,Conceito,91,40.0,Douro,,,Portuguese White,Conceito Vinhos
27240,Portugal,"The Ataíde estate in the Alto Douro is one of the rare Douro vineyards to be relatively flat. From old vines, it produces a solid, structured and rich wine, with ripe swathes of plum and berry fruits that are structured by firm tannins. Young and fruity, this will age well, although it is drinkable now.",Altano Quinta do Ataíde Made With Organic Grapes,89,16.0,Douro,,,Portuguese Red,Symington Family Estates
27317,Portugal,"The second label of Alorna, Portal da Aguia wines develop early. This bright and fruity red is based around soft tannins, very ripe fruits and a juicy, full-in-the-mouth texture. It needs little time to age, so drink from the end of 2014.",Portal da Aguia Tinto,87,11.0,Tejo,,,Portuguese Red,Quinta da Alorna
27325,Portugal,"This is a spicy, rich, smooth wine, immediately attractive and ready to drink. It has ripe tannins, black fruits in abundance and delicious acidity to give a lift. It's a classic barbecue wine and great for summer parties.",Quinta das Setencostas,87,8.0,Alenquer,,,Portuguese Red,Casa Santos Lima
27431,Portugal,"The local grape Castelão is blended with Cabernet Sauvignon in this soft, spicy and fruity wine. Red fruits and balanced acidity are given a shove by a lightly tannic structure. The wine is ready to drink.",Terra de Lobos Tinto,85,10.0,Tejo,,,Portuguese Red,Quinta do Casal Branco
27432,Portugal,"Produced from high altitude vineyards to retain acidity, this is a fruity, crisp and bright wine. It has an herbal character along with lively lemon and quince flavors. The wine is ready to drink.",Evel Branco,85,13.0,Douro,,,Portuguese White,Real Companhia Velha
27433,Portugal,"It seems perverse to plant Gewürztraminer in the Douro and this wine is as much a curiosity as it is attractively perfumed. Showing all the hallmarks of the grape, the palate carries flavors of lychee and rosewater, although it all seems muted. The acidity does give a final lift.",,85,20.0,Duriense,,,Gewürztraminer,Real Companhia Velha
27482,Portugal,"This partner of the red Grilos is intense and fruity. It shows fresh acidity while also having ripe apricot, tangerine fruit and a lightly mineral texture. It is still young, so will be better drunk at the end of 2014.",Grilos Branco,87,,Dão,,,Portuguese White,Dão Sul
27504,Portugal,"With attractive nutty aromas and ripe fruits, this wine treads the line between wood aging and fruit. It is rich, with touches of spirit while keeping a hint of red fruits and tannins. Spice and sweet toffee at the end add extra interest.",Pátria 10 Years Old,87,30.0,Port,,,Port,Messias
27545,Portugal,"This is a tight and structured wine, showing a fine balance between tannin and acidity, with dark, brooding fruit that still need time to develop. Give this wine until 2018.",Domini,91,15.0,Douro,,,Portuguese Red,José Maria da Fonseca
27552,Portugal,"Dark, structured and bringing out the natural minerality of the Douro, this is a dense and tannic wine at this stage. It has layers of black currant, rich and full of juicy acidity. The wine really needs to age, so drink from 2017.",Tom de Baton,91,40.0,Douro,,,Portuguese Red,Magnum Vinhos
27559,Portugal,"Celebrating its 25th anniversary in 2015, this brand was the among the first Douro still wines. This Reserva, with its wood-aged flavors, is rich and full of ripe white fruits while not losing sight of the mineral texture of white wines from the region. While it is drinkable now, it will be much better from 2018.",Duas Quintas Reserva Branco,91,30.0,Douro,,,Portuguese White,Ramos-Pinto
27573,Portugal,"A blend of Touriga Nacional and Syrah, this rosé gives ripe red fruits that are cut with lively acidity. There is a jammy, caramel-flavored backdrop to this wine that makes it heavy rather than fresh. Drink now.",Terra de Lobos,84,10.0,Tejo,,,Rosé,Quinta do Casal Branco
27585,Portugal,"From the sandy soil near the Tagus river, this is a soft, fruity wine showing enough acidity and lemon flavors to give a fresh, crisp texture. It is bright and ready to drink.",,84,12.0,Tejo,,,Portuguese White,Casal da Coelheira
27587,Portugal,This wine is soft and rounded. It has lemon and light spiciness along with cool acidity. It is an easy wine that is ripe with apple and fresh lemon juice and ready to drink.,Barão de Figueira Branco,84,10.0,Beira Interior,,,Siria,Companhia das Quintas
27665,Portugal,"A perfumed Moscatel, it features spice, honeyed fruitiness and a strong spirit character. When it was bottled, it had just begun to exhibit the old-wood aging flavors and resulting acidity.it offers a delicious orange-peel aftertaste.",Colheita,91,25.0,Moscatel de Setúbal,,,Moscatel Roxo,Bacalhôa Wines of Portugal
27666,Portugal,"A dry wine, this offers intense acidity, bitter chocolate flavors and dried raisins. Full of complex aromas and flavors, it's full in the mouth, finishing dry with an intense aftertaste.",Feuerheerd's 10-Year-Old Tawny,91,45.0,Port,,,Port,Barão de Vilar
27822,Portugal,"Very Douro in its mineral texture and dry core, it also has a surround of ripe black fruits. It's concentrated and has some aging potential, although it can be drunk now.",Porrais,87,13.0,Douro,,,Portuguese Red,Quinta de Porrais
27823,Portugal,"Still young, it is full of spice from wood aging along with juicy black fruits. It is soft, dominated by black currant and acidity. Not for aging, it will be ready by the end of 2014.",,87,,Tejo,,,Portuguese Red,Quinta do Casal Branco
27828,Portugal,"This wine shows its high alcohol with pepperiness and too much fruit richness. There is certainly power there, followed by superripe plums and dark tannins that are almost enveloped by the fruitiness. Drink from 2015.",Colheita Seleccionada,87,14.0,Alentejano,,,Portuguese Red,Herdade das Servas
27829,Portugal,"A wine that packs a punch of black fruits and dark tannins, it is very structured. Still dense and dry, it needs to soften so the berry fruits will show, giving a rich wine with a fresher aftertaste. Drink from 2016.",Dornas,87,,Alentejano,,,Portuguese Red,Herdade do Rocim
27875,Portugal,"It is the ripe dark Alicante Bouschet that dominates this firmly structured wine. It is packed with tannins along with a hugely dense texture and concentrated juicy berry flavors. It is very firm, still young. Wait until 2017.",Premium,91,15.0,Alentejo,,,Portuguese Red,Adega Cooperativa de Borba
27885,Portugal,"This is a super-ripe, still very young wine. It's showing all its concentrated fruits, wood aging flavors and dense texture as well as the firm tannins that will allow it to age. With its combination of black plum skin, blackberry and dark concentration, leave the wine until 2018.",,91,23.0,Alentejano,,,Portuguese Red,Herdade do Rocim
27896,Portugal,"A Garrafeira wine is a special selection and this wine, which was aged for 30 months after bottling before being released, shows its quality quickly. Now reaching drinkability, its tannins have softened leaving rich full black currant and fresh acidity along with a more mature leathery character. Drink now and until 2020.",Garrafeira,91,42.0,Alentejo,,,Portuguese Red,Adega Cooperativa de Borba
27902,Portugal,This is a big wine with dark tannins and rich black fruits that are powerful and dense. The strong mineral texture comes from the rocky soils of Catapereiro. Wood aging adds to the complexity. Drink from 2017.,Companhia das Lezírias Herdade de Catapereiro,89,12.0,Tejo,,,Portuguese Red,Wines & Winemakers
27918,Portugal,"Viosinho, more often found in the Douro, dominates this ripe and full-bodied wine. Lemon acidity is integrated into the rich yellow fruit flavors to give smoothness and roundness. The intense fruit needs to soften a little, so wait until 2016 to drink.",Branco,89,15.0,Lisboa,,,Portuguese White,Quinta de Chocapalha
27919,Portugal,"This is a ripe, smooth, gently tannic wine. It is dominated by rich red berry fruits, black plum skins that are balanced by a light layer of wood aging that adds some spice. It is sophisticated, structured and ready to age for a few years. Drink from 2017.",Clavis Aurea Reserva,89,18.0,Tejo,,,Portuguese Red,Quinta do Casal Monteiro
27920,Portugal,"This is the entry-level wine at Vallado, one of the Douro's top quintas. Full of berry fruits, it also has layers of tannins and acidity, but is rich and soft enough now not to need much aging. Although it could be drunk now, it will be better from 2016.",Vallado,89,23.0,Douro,,,Portuguese Red,Quinta do Vallado
27939,Portugal,"This is a broad, earthy wine showing black fruits and a rich aftertaste. It has spice, juicy acidity and tannins in the background. The fruit is verging on overripe, giving a jammy aftertaste.",Alves Vieira,84,12.0,Alentejano,,,Portuguese Red,Espaço Rural
27940,Portugal,"This is a fruity wine showing a touch of wood aging alongside juicy red fruit flavors. A blend of Touriga Nacional, Syrah and Alicante Bouschet, this wine has a bright youthful color and fresh acidity at the end. Drink now.",Selection Tinto,84,11.0,Tejo,,,Portuguese Red,Quinta da Lapa
27944,Portugal,"Blackberry and ripe black currant flavors are interspersed with acidity and a juicy texture. The wine has a dry, tannic core, with flavors of old wood that spoils the general fruitiness of the wine. Drink now.",,84,12.0,Tejo,,,Portuguese Red,Casal da Coelheira
27979,Portugal,"This dry, balanced aged tawny is both fruity and showing good aging characters. Red fruits are cut with acidity and shaped by the old wood and spice flavors. It has a delicious, ripe aftertaste.",10-Years-Old Tawny,90,30.0,Port,,,Port,Quinta do Noval
27986,Portugal,"This ivery complete aged tawny has all the right nuts and fruit characters that show a Port that still looks back to its fruity origins. The style is ripe, full and sweet, a mellow wine that only hints at the spirit behind it.",10-Year-Old Tawny,90,33.0,Port,,,Port,Taylor Fladgate
28115,Portugal,"The top wine in the Rocim range is produced from selected Alicante Bouschet grapes. It is huge and powerful, perhaps too much in its concentration, richness and density. Dark and brooding, it is super everything and certainly needs to calm down. Drink from 2019.",Grande Rocim Reserva,91,130.0,Alentejano,,,Alicante Bouschet,Herdade do Rocim
28124,Portugal,"A classic northern Rhône valley blend of Syrah with a touch of Viognier, this massive wine is made from grapes grown on granite soil, which leaves its mark in dense minerality and great power. It is a wine for lovers of the big stuff, concentrated and needing to age. Drink from 2018.",Telhas,91,30.0,Alentejano,,,Rhône-style Red Blend,Terras de Alter
28125,Portugal,"This is a rich, full-bodied wine that is ready to drink now. It still has a dry core of tannins, although they are overwhelmed by the rich, juicy black fruits and generous texture. It's a concentrated wine, high in alcohol, although that is really balanced by the fresh aftertaste.",Terra d'Alter,91,14.0,Alentejano,,,Aragonês,Terras de Alter
28133,Portugal,"A Garrafeira wine is a special selection and this wine, which was aged for 30 months after bottling before being released, shows its quality quickly. Now reaching drinkability, its tannins have softened leaving rich full black currant and fresh acidity along with a more mature leathery character. Drink now and until 2020.",Garrafeira,91,42.0,Alentejo,,,Portuguese Red,Adega Cooperativa de Borba
28196,Portugal,"This is pure fruitiness, a wine packed with spice, berry fruits and soft, open tannins. It is a great barbecue-style wine, ripe, with good acidity and a bright, crisp aftertaste. Drink now.",Quinta Essência,86,8.0,Tejo,,,Portuguese Red,Casal da Coelheira
28264,Portugal,"Bright pink in color, this 100% Touriga Nacional rosé is ripe with caramel and red berry flavors. It misses out on acidity, leaving the wine flat at the end.",,83,8.0,Tejo,,,Rosé,Quinta da Alorna
28272,Portugal,"It is the Fernão Pires that gives this wine its class and freshness. The Sauvignon Blanc in the blend, with its herbaceous character, seems to clash. The wine is crisp with lemon flavors and brings an intense final acidity.",Terra de Lobos Branco,83,10.0,Tejo,,,Portuguese White,Quinta do Casal Branco
28413,Portugal,"A strongly wood aged wine, powered by tannins and dense fruits, it is concentrated and still young enough for the wood to show through although the fruit is developing well. This is a structured wine that will need plenty of time to age so drink from 2018.",Casa Velha Colheita Seleccionada,90,33.0,Douro,,,Portuguese Red,Adega de Favaios
28424,Portugal,"Vineyards in the upper Douro Superior region are able to produce surprisingly fresh and fruity whites like this, despite the heat and dry climate. Old vines go into this yellow and green fruit flavored wine with its lively acidity and totally refreshing palate. Drink from summer 2016.",Contraste Branco,90,19.0,Douro,,,Portuguese White,Conceito Vinhos
28444,Portugal,"This wood-aged Guru is a rich (while lemon- and lime-flavored) spicy wine. It has a strong mineral element with a crisp, tangy, steely character. Its fruitiness is tempered by the complex texture that promises aging for a few years. Drink from 2017.",Guru,89,45.0,Douro,,,Portuguese White,Wine & Soul
28445,Portugal,"This has some of the concentration you would expect from old vines, along with a lighter, fresher character that gives the wine a lift. It's as much young and fruity as structured, a well-balanced wine that will be ready to drink from 2016.",Lua Cheia em Vinhas Velhas,89,14.0,Douro,,,Portuguese Red,Wines & Winemakers
28453,Portugal,This wood-aged wine is full of toasty fruits and a mineral texture. Ripe apricots and sweet apples give a fruity aspect that is balanced by the toast and spice. Perfumed acidity finishes this wine that suggests further aging. Drink from 2016.,Monte Cascas Grande Reserva,89,,Douro,,,Portuguese White,Casca Wines
28457,Portugal,"From vineyards in the southern Minho, close to the Douro Valley, this blend of Loureiro and Arinto is rich and full in the mouth. It has spice from wood aging as well as crisp apple and pear flavors that are laced with pink grapefruit. Drink from 2016.",Edição Reserva,89,24.0,Minho,,,Portuguese White,Quinta da Calçada
28458,Portugal,"This blend of Alvarinho and Trajadura is initially crisp and fresh. Gradually, it broadens out into a rich wine with a blend between lemon and yellow fruits that is delicious and concentrated. This tangy wine is developing well, and is ready to drink now although it will age.",Torre de Menagem Escolha,89,13.0,Vinho Verde,,,Portuguese White,Quintas de Melgaço
28477,Portugal,"This is soft, fruity and already delicious with ripe red fruits. There's no wood aging, and the wine displays berry flavors, balanced acidity and a soft, jammy aftertaste. Drink 2014.",Terra de Lobos,86,,Tejo,,,Portuguese Red,Quinta do Casal Branco
28497,Portugal,"A familiar brand on Portuguese wine shelves, this is a ripe wine, soft and smooth. Light tannins are finely integrated with the red berry fruits and juicy acidity. It's an easy wine that has good structure. Drink now.",Cabriz Colheita Seleccionada,86,8.0,Dão,,,Portuguese Red,Dão Sul
28566,Portugal,"While the wine is beautifully fresh, it is also structured with tense acidity, strong minerality and layers of citrus and tropical fruits. It's full of fruitiness and likely to be even better in 2016.",Varanda do Conde,90,,Vinho Verde,,,Portuguese White,Provam
28567,Portugal,"This is a blend of Alvarinho and Loureiro from the best parcels of Calçada estate. That gives it gravitas, that also comes through strongly from the wood aging. Vanilla and green fruits complement each other, leaving a wine that is both rich and fresh. Drink now.",Edição Reserva,90,23.0,Minho,,,Portuguese White,Quinta da Calçada
28568,Portugal,"Named after the 13th-century house at the center of the estate, this is a rich, full-bodied wine. With citrus flavors at its heart, it also shows a texture that gives minerality from the granite soil, followed by juicy yellow fruits and finishing with intense acidity. Give this wine until mid-2015 to settle down.",Casa do Capitão-mor,90,18.0,Vinho Verde,,,Alvarinho,Quinta de Paços
28572,Portugal,"With a great balance between fruit and acidity, this is just what a 10-Year-Old tawny should be. Ripe fruits are cut by acidity and given a shot of wood aging. Spice and old gold flavors lead to a delicious fresh aftertaste.",His Eminence's Choice 10-Years-Old Tawny,90,30.0,Port,,,Port,Delaforce
28588,Portugal,"The Loureiro grape, grown mainly in the Lima Valley in the center of Vinho Verde, produces a distinctly mineral style of wine. This wine has that character as well as some riper tropical fruit notes and pure citrus acidity. The combination is intensely fruity and very refreshing.",,90,9.0,Vinho Verde,,,Loureiro,J. Portugal Ramos
28599,Portugal,"This electric pink colored wine is both too rich and too heavy. It only survives because of a fresh streak of acidity that comes through at the end. Otherwise, it is too much.",,81,12.0,Tejo,,,Rosé,Casal da Coelheira
28682,Portugal,"From grapes grown in the Douro Superior region, this is an open delicious fruity and ripe wine that is ready to drink. Its black currant and red berry tastes are balanced by spice, wood aged flavors and a core of tannins. The aftertaste introduces fresh juicy acidity.",Vale de Cavalos,90,18.0,Douro,,,Portuguese Red,Poças
28692,Portugal,"This concentrated wine was wood aged for six months, giving the lightest touch of oak along with ripe yellow fruits and a crisp tangy aftertaste. It has a touch of spice along with bright acidity at the end. Drink now.",Terra d'Alter Reserva Branco,90,30.0,Alentejano,,,Portuguese White,Terras de Alter
28743,Portugal,"This light wine has vanilla flavors from wood aging, fresh red fruits and soft tannins. Acidity gives wine poise and an elegant touch. Drink from 2015.",Aluzé,86,26.0,Douro,,,Portuguese Red,Quinta do Pessegueiro
28766,Portugal,"Made from one of the star grapes of Vinho Verde, this is a ripe, creamy wine. It has hints of lemon zest, along with grapefruit and a herbal aftertaste. It is crisp and ready to drink.",Arca Nova Colheita,86,12.0,Vinho Verde,,,Loureiro,Quinta das Arcas
28767,Portugal,"Great bursts of red fruits come strongly through the tannins of this powerful and structured wine. It's fruity and ripe, although an herbal element suggests a more green aspect. Tannins need to finish softening, so wait until 2015.",Bridão Clássico,86,,Tejo,,,Portuguese Red,Adega Cooperativa do Cartaxo
28905,Portugal,"Fernão Pires and Arinto are blended together to yield this ripe and warm, while also poised wine. It has pear and creamed apple flavors that are shot through with orange-zest acidity. Ready to drink in six months.",Conde de Vimioso Colheita Selecionada,86,9.0,Tejo,,,Portuguese White,Falua
28922,Portugal,"Full, rounded and rich, this wine shows some wood flavors as well as complex tannins and acidity. There's a funky edge to it that suggests a rustic character. At the end, though, the acidity of the vintage dominates.",Vintage,89,,Port,,,Port,Quinta Vale Dona Maria
28986,Portugal,"Produced from vines grown in a boulder and fossil strewn vineyard, this is a rich smoky wine. It has a deep color from the Alicante Bouschet in the blend, with firm tannins and dark juicy plum skin flavors. It's going to be a ripe rich wine as it develops. Drink from 2017.",Stones & Bones,90,13.0,Lisboa,,,Portuguese Red,Casa Santos Lima
29042,Portugal,"This is a ripe, lemon and orange zest-driven wine. It has a lightly mineral texture that gives structure as well as a cool feel. It's a delicious wine already but will be better by late 2014.",Marquês de Borba Branco,86,15.0,Alentejo,,,Portuguese White,J. Portugal Ramos
29051,Portugal,"Pineapple and mango dominate this full-bodied, ripe wine. Soft and given a lift by lime juice, it is a well-balanced blend of Arinto and Fernão Pires. The aftertaste is fresh and fruity.",,86,8.0,Tejo,,,Portuguese White,Quinta da Alorna
29061,Portugal,"This is a warm, ripe and spicy wine. It is full of red fruits, black currant and soft tannins, with great acidity at the end. Drink now.",Monte das Servas Escolha,86,8.0,Alentejano,,,Portuguese Red,Herdade das Servas
29062,Portugal,"A warm, ripe and fruity wine that holds a mix of crisp apple acidity and richer yellow fruits. There is just enough acidity to give freshness while the wine has a richer, full character. It should age until 2015.",Branco,86,,Alentejano,,,Portuguese White,Herdade do Rocim
29063,Portugal,"This attractive and fruity rosé is very dry and rich. With red fruits, a sense of texture and just a hint of tannin, this is a food rosé, firm and ready for summer 2014.",Olho de Mocho,86,,Alentejano,,,Rosé,Herdade do Rocim
29197,Portugal,"A soft, gentle wine, this is clean and purely fruity. With ripe pear and apple flavors, it gets a tang of lemon acidity. It's already drinkable, but could age for several more months.",Arinto,86,14.0,Lisboa,,,Arinto,Quinta de Chocapalha
29203,Portugal,"This is fairly typical, light, fruity lemon-driven Vinho Verde. It has a light spritz, and is exuberantly fresh with just a touch of ripeness and crisp, cool acidity. Perfect to drink this summer.",,85,8.0,Vinho Verde,,,Portuguese White,Caves Aliança
29210,Portugal,"One of the most popular Vinho Verdes, this is in a light, medium-sweet style. Very fresh and crisp, with some attractive citrus acidity, and ready to drink now. Screwcap.",Casal Garcia Branco,85,8.0,Vinho Verde,,,Portuguese White,Aveleda
29211,Portugal,"From the Dom Martinho vineyard at Quinta do Carmo, this is a fresh wine, with an earthy, rustic character. Black fruits, juicy acidity and a leathery edge give it a mix of fruitiness and dryness. Age for a few more months before drinking.",Dom Martinho,85,12.0,Alentejano,,,Portuguese Red,Bacalhôa Wines of Portugal
