description,country,variety
A home run in middle-tier Malbec. Excellent power and balance are on display. It's firm minerally and tight but with generous berry and cassis aromas and flavors along with ample coffee spice and mocha qualities. Impressive especially given the price tag; drink now through 2014.,Argentina,Malbec
This single-vineyard Malbec proves once again that Achaval-Ferrer does not specialize in textbook wines. It's a terroir-driven hard-body with tight blueberry and cherry aromas and flavors. There's a lot of zest drive and crispness to the palate and the finish is tight layered and long. Drinkable now through 2018.,Argentina,Malbec
Pure on the nose with plenty of pop. Aromas of dark black cherry are tight and smoky with minerality. Flavors of cola and wild-berry fruits are right on the money and the feel is firm but deep and layered. Offers fine character and ageability. A blend of Malbec from three top vineyards; drink through 2014.,Argentina,Malbec
Earthy leathery stewed aromas are more savory than fruity. The palate on this Malbec-led blend is full flush and resiny. Savory blueberry Middle Eastern spice notes and oaky flavors reside in front of a roasted finish with grab and grip.,Argentina,Red Blend
Floral berry and plum aromas are direct and pure emphasizing fruit over oak. A punchy palate follows the nose while bright plum and berry flavors complete the package. This captures the essence of Malbec while not going overboard.,Argentina,Malbec
Spicy woody aromas of oak and root beer are equal to the black-fruit aromas this Malbec is offering. A mix of fresh acidity and creamy oak clash a bit on the palate. Flavors of herbal berry fruits and chocolate finish with rubbing tannins a flavor note of hickory and a hint of toasty mint.,Argentina,Malbec
Always a good buy and always big and husky Gascón is a saturated and dark wine but one with good balance and texture. The nose features cola boysenberry and density while the palate is sweet and floral with big berry flavors. Quite good for a fat young Malbec.,Argentina,Malbec
A deep developed wine with cola licorice and prune aromas. The palate is poised and balanced even if it's rich and very ripe. Layered in the mouth with plum prune chocolate coffee and fine spice which is about as complete a package as you'll find with Malbec. Cabernet and Syrah; drink now through 2015.,Argentina,Red Blend
Jammy raspberry and plum aromas come with accents of dusty herbs and black licorice. A saturated lush jammy palate features soft baked flavors of cassis and wild berry while the finish delivers mint chocolate and lasting berry ripeness. Drink through 2019.,Argentina,Malbec
Opaque to the eye this is rich heady and full of inky blackberry aromas and notes of graphite balsam wood tobacco and coconut. A lush mile-deep palate offers chocolaty flavors of blackberry roasted meat and salt. Ripe black-fruit flavors dominate a lush finish. Drink through 2020.,Argentina,Malbec
A full oily nose with aromas of orange blossom and lychee turns more fleshy and mealy with airing. This has a plump flush body and flavors of lime orange and white table grapes. A citrusy finish is fruity but doesn't glide.,Argentina,Riesling
Bold gritty balsamic berry aromas are rubbery and saucy in nature. Edgy and grating on the palate but also full of spunk this tastes salty. Modest red-berry flavors finish oaky and rustic with a lasting note of aged balsamic vinegar.,Argentina,Malbec
Asphalt and gaseous aromas take a while to settle but after they do leather and scratchy blackberry scents surface. It feels big and brawny with max extraction. It tastes masculine but salty with bitter chocolate and peppery accents. Bulky for $11 wine.,Argentina,Syrah
Concentrated savory aromas of prune blackberry compost and tree bark are not uncommon for Colomé. This is a clampy tannic Malbec that pulls down hard on the palate. Salty savory plum and berry flavors are oaky and finish with tannic residue. Drink through 2022.,Argentina,Malbec
Mineral and lime aromas are key on the bouquet. It feels wide with fleshy but not flabby flavors of peach nectarine and apple. This is quiet clean and just juicy enough.,Argentina,Torrontés
This opens with a blast of funky jumpy wild berry. The palate feels fresh with a lot of fruit acid and extract. It tastes saturated big and grapy with herb-influenced wild-berry and animal notes.,Argentina,Malbec
The nose is jammy and slightly medicinal at first but then plum and berry aromas settle. This feels firmly tannic and mouthfilling with baked berry and roasted plum flavors. The finish is hard and strapping with excess power.,Argentina,Malbec-Cabernet Sauvignon
Red licorice rhubarb and green herb aromas are balanced by toast spice and berry notes. The palate feels hard and dense with herbal berry and olive flavors. Chocolate and additional herbal flavors carry the finish.,Argentina,Cabernet Sauvignon
Floral blueberry aromas work alongside baking-spice notes on an inviting nose. This feels fresh and jumpy with live-wire acidity. Leafy plum and lightly herbal flavors finish fresh and snappy with juicy acidity and no overt oak. Drink through 2019.,Argentina,Malbec
Big lush and tightly structured with cola and mocha aromas along with serious black fruit power and brightness. A pure and delicious Malbec-Cabernet wine with the full allotment of berry character cola accents dark spice and clarity. Drink now through 2014.,Argentina,Red Blend
Woodsy spice clove and chocolate announce the oak that is the lead factor throughout the wine. The nose is creamy and resiny green with vanilla yogurt plum and berry flavors coming next. Solid in terms of acidity and feel but a little bit lactic due to the wood treatment.,Argentina,Malbec
Red berry fruit with touches of vanilla and spice give this bargain-priced Pinot a candied but inviting set of aromas. The palate runs on fresh fruit and overall it's all about clean forward juicy flavors and very little extra. A nice aperitif Pinot Noir.,Argentina,Pinot Noir
Initial charred aromas yield to aggressive cherry and maple scents. This is a wide fully tannic load of a Malbec with toasty flavors of burnt wheat bread and maple to go with blackberry and cassis. Toast remains on the finish which also tastes of licorice. Drink through 2023.,Argentina,Malbec
Deep and sultry aromas of black fruit mineral and toast mix with licorice gum drop and leather to form a good bouquet. The palate however runs more sharp than expected with high acidity propelling lean narrow pie-cherry flavors. A bit hollow but fresh and pure. Starts better than it ends. 70% Malbec and 30% Corvina.,Argentina,Red Blend
Smells volatile and balsamic much like salad dressing. There's no doubting this wine is Cab Franc—it's herbal and foresty with a soft mouthfeel and herbal berry flavors topped off by oregano and basil. A rustic wine that's probably too herbal for most palates.,Argentina,Cabernet Franc
High-toned citrus aromas lead to a sharp spritzy palate with pithy flavors and lots of zest. Doesn't taste like much besides tangy lime and citrus.,Argentina,Torrontés
This murky Malbec has odd horsey berry aromas. It's rough and raw on the palate with leafy herbal plum flavors that finish rugged and with a dull spiciness.,Argentina,Malbec
A strange one from start to finish this opens with unusual floral aromas that include orange peel and vanilla cookie. The palate is flat-out messy with jammy weight. Herbal odd flavors of blueberry and cardamom finish heavy with raisin and licorice notes.,Argentina,Cabernet Franc
This Malbec's high-toned floral aromas of plum and blueberry come in front of a raw abrasive palate. This tastes like pickled cranberry while a citric finish is an enamel-peeler.,Argentina,Malbec
Tropical fruit and vanilla-cookie aromas come with a note of nectarine. This feels juicy racy and citric with flavors of tangerine and nectarine. Despite having tangy acidity the wine turns heavy on the finish.,Argentina,Chardonnay
Light citrusy aromas also are suggestive of bath soap. The feel is juicy yet innocuous while flavors of tropical fruits finish mild and simple. This is the definition of a quaffing wine.,Argentina,Pinot Grigio
Spicy plum and candied oak aromas control the nose. The palate delivers a blend of raw acidity with buttery oak on top while flavors of herbal plum and pepper are scratchy and finish herbal spicy and low on fruit.,Argentina,Merlot
Wild berry and meaty sausage aromas introduce a creamy concentrated palate. Jammy cassis flavors have a peppery edge while the finish is toasty at first transitioning to bitter.,Argentina,Bonarda
Winemakers Hélène Garcin and Patrice Levêque have coaxed a ton of character from 70-year-old Malbec and Cabernet vines and the result is juicy but dark with asphalt and tar aromas sitting in front of tight but generous black fruit (cassis and blackberry). Finishing notes of coffee mocha and char leave you happy.,Argentina,Red Blend
Oaky smoky aromas are New World all the way. Heavily toasted and creamy on the palate this hefty full-bodied Chardonnay tastes of wood resin spiced apple and peach. Solid acidity keep this in line while a lasting wave of toasty oak pushes the finish.,Argentina,Chardonnay
Matias Riccitelli keeps the hits coming with this concentrated extracted Malbec that looks like crude oil and smells like baked black fruits. Chunky tannic and massive on the palate this tastes of prune black tea and licorice. A ripe medicinal finish with controlled heat is tannic and a bit tough to wade through. Drink through 2020.,Argentina,Malbec
Ripe raisiny aromas of spiced fruit cake are heavy and sweet. Matching the nose this Bonarda feels thick and chunky with grating tannins. Flavors of chocolaty black fruits are oaky spicy and minty while this is equally woody on the finish.,Argentina,Bonarda
Gritty plum and berry flavors are a touch rough. This is tight on the palate but fair. Dry flavors of minty oak and clove are more out front than salty berry notes while this is firm and tastes like roasted fruit oak and salted tomato on the finish.,Argentina,Malbec
Minty and toasty upfront this is layered with blackberry licorice leather and toast aromas. It feels raring and ready to go courtesy of firm acidity and good overall framing. Flavors of wild berry are bright with herb and oak accents. Long toasty and solid on the finish.,Argentina,Malbec
Quite spicy with the Syrah element offering a meaty leathery quality that varietal Malbecs just don't have. The nose is rich with some mocha giving it oaky warmth. the mouthfilling palate is packed with kirsch cassis and blackberry while the finish is smoky with some fiery heat. Needs another year or two to come together.,Argentina,Red Blend
Attractive aromas of fresh berry fruits are vital and announce a plump but punchy palate with toasty blackened flavors of wild berries and lactic oak. A toasty finish stops just short of bitterness while pouring on the power. Drink through 2022.,Argentina,Malbec
This bigraisiny-smelling Malbec opens with overt oak aromas and related hints of char and lemon peel. An expansive palate is high in acidity and drying. Raw oak flavors rest atop baked plum blackberry and prune notes while this tastes toasty and charred on a powerful finish that's driven by tartaric acidity.,Argentina,Malbec
Grapy meaty aromas are loud and all over the map. The palate of this purple Cafayate Malbec is saturated and loaded with pulp tannins and bulk. Roasted blackberry and cured-meat flavors finish mellow and soft without much length.,Argentina,Malbec
Natural and oak-based spice aromas accent tarry black cherry blackberry and gritty toasty scents. Full and chewy on the palate this tastes oaky with fully toasted blackberry flavors. A spicy resiny oak-heavy finish is right for this wine. Drink through 2019.,Argentina,Petit Verdot
There's plenty to like in this Tupungato Malbec but since it was made from young vines it's limited in depth with angularity to the palate. Flavors of spicy plum and berry come with substantial oaky support while the finish is lively bouncy and holding onto its acidity. This may not improve but it's definitely not fading; drink through 2024.,Argentina,Malbec
Ripe berry and plum aromas are full and good. This Malbec has an easy mouthfeel that's weighty but well defined with modest tannins and integrated acidity. Ripe cassis and berry flavors finish with a touch of creamy oak.,Argentina,Malbec
Although this is grassy and wiry smelling there's enough ripe raspberry and red plum aromas to make the grade. A zesty choppy feeling palate features plum pie cherry and leafy berry flavors in front of a racy finish with decent follow through. This is 60% Malbec and 40% CS.,Argentina,Malbec-Cabernet Sauvignon
Aromas of red plum herbs smoky leather and toast crust unveil this Cab Franc with 5% Malbec. An expansive palate is the opposite of restrained while this tastes earthy and spicy with herbal cherry plum and cassis flavors. A dry composed lightly herbal finish is a fine conclusion. Drink through 2022.,Argentina,Cabernet Franc-Malbec
Red berry sweet cherry and ripe plum aromas come with a touch of leather. The palate feels a bit sharp and acidic with tangy juicy flavors of plum and wild berry as well as some stalkiness. Cleansing and long on the finish thanks to high acidity.,Argentina,Bonarda
Opens with aromas of black cherry and waves of resiny oak. Has good body and grabby barrel tannins along with a palate that deals dark berry flavor and even more oakiness. Tastes resiny and saucy on the finish; cleans up as it airs.,Argentina,Malbec
Mint and crushed mineral aromas mix with floral scents and barrel resin to form a solid bouquet. The palate is a touch racy and sharp and thus there's tartness to the cherry and raspberry flavors. Not sour or underdone but definitely tilts to the red-fruit side of things.,Argentina,Malbec
Smoky spicy aromas are highly wood-driven which creates hickory and campfire scents rather than discernible fruit. This feels a touch sticky and soupy while baked woody berry black plum and cassis flavors are charred prior to a spicy chunky finish.,Argentina,Malbec
Stalky leathery aromas are low on fruit and freshness. This has a grabby feel sort of like leather straps. Herbal berry and plum flavors are mildly bitter while a green note is apparent on the finish. 90+? Not exactly.,Argentina,Malbec
Jammy berry and raisin aromas are compact and tell a lot about what's coming next. That's a saturated but rough and tannic palate with extremely ripe flavors of prune licorice and blackberry jam. A peppery syrupy finish is anything but lean.,Argentina,Malbec
Soft herbal berry aromas are minty and green. The palate on this young but raisiny Cabernet has a jammy cushion to it while flavors of green bean herbs and carob are not distinguished. A creamy feeling but tannic finish is chewy chunky and weighty.,Argentina,Cabernet Sauvignon
Gold in color with aromas of turpentine and wood resin this is entirely defined by barrel-based aromas flavors and mouthfeel. Nothing but oak and related clove resin and bitterness is making a mark.,Argentina,Chardonnay
Unfocused and jumbled aromas of clove mint latex and gritty oak barely allow for any fruit to show through. This is clampy and acidic. Roasted oaky plum and berry flavors finish jagged with roasted flavors.,Argentina,Bonarda
Aromas of plastic and weedy berry fruits are not a draw. This feels dilute and pulling. Weedy raw tart red-berry flavors finish with green notes of mint and leafy herbs.,Argentina,Malbec
Aromas of herbal berry are green and leafy. This feels wiry lean and scouring due to sharp acidity and not much body. Stewy herbal candied berry flavors finish with a distinct herbal green character.,Argentina,Cabernet Sauvignon
Grassy herbaceous raisiny aromas are green and harsh. This is brutally tannic and out of whack on the palate while green weedy flavors finish thick blocky and rough.,Argentina,Cabernet Sauvignon
Gritty aromas of asphalt licorice and especially clove are off the beaten path. Flavors of dried clove pepper and wood smoke are dominant and don't allow for any fruit to show through. A finish that tastes like pure clove is in its own zip code. Tasted twice.,Argentina,Cabernet Sauvignon
Smoky rubbery heavily oaked aromas sit on top of a stocky creamy palate. This blend of Malbec Bonarda and Syrah is plump and candied with hickory bacon and generic black-fruit flavors resting on lemony acidity.,Argentina,Red Blend
Reduced condensed aromas of jammy berry fruits are herbal and narrow. In the mouth this Cabernet-Malbec blend is wiry rubbery and pinched. Flavors of prune fig black cherry and oregano finish blocky with raw residual tannins.,Argentina,Red Blend
Charred blackberry aromas carry a minerally note. This blend of Malbec Cabernet Sauvignon and Syrah feels tight and drawing although with time in the glass it lessens its grip. Meaty savory oaky notes top core blackberry flavors while this takes on a sauvage note along with a can't-miss flavor of wood grain on the finish. Drink through 2022.,Argentina,Cabernet Sauvignon-Malbec
Floral aromas of orange peel rose petal and violet blend with more typical scents of tar and char. This Malbec blend is linear in feel but full without an ounce of flab. Lightly spiced berry red plum and chocolaty oak flavors finish toasty and tight but with give. Drink 2017–2023.,Argentina,Red Blend
Earthy berry aromas come with a note of balsam wood tobacco and soy sauce. This is juicy with sinewy tannins and a sense of perpetual hardness to the palate. Lightly herbal blackberry and plum flavors exhibit a stalky note. Toasty and tannic on the finish. Drink through 2022.,Argentina,Malbec
Warm earthy slightly horsey berry aromas are brambly and spicy. This Malbec feels flush but reduced and hard at the edges. Potent but crude boysenberry and plum flavors show a raisiny note while this is long at the end with earth notes and lemon peel. Drink through 2018.,Argentina,Malbec
Fiery cherry blackberry spice toast and animal aromas lead to a racy intense narrow palate. Plum blackberry and peppery flavors finish with toastiness spice and juicy acidity that highlights the high tones in this blend of three Malbec vineyards. Drink through 2022.,Argentina,Malbec
Smoky roasted aromas of hickory and foresty berry fruits roll onto a palate that's bright and lifted by acidity. Oaky spicy flavors of vanilla and mocha accent berry fruit while a juicy finish with bold acidity and smoky toasty notes of new oak closes this out. Drink through 2021.,Argentina,Malbec
A fully ripe bouquet brushes up against raisin notes but pulls back. This feels juicy and full of life. Flavors of toasty spicy plum and cassis roll onto a rugged slightly hot finish with chocolaty spice and lasting berry intensity. Drink through 2021.,Argentina,Malbec
Purple smoky and dense but beyond that it's regular. The palate is racy and medium deep but the flavors are more superficial than interesting. Finishes quick with coffee and bitter chocolate flavors.,Argentina,Malbec
Heady plum and dark berry aromas give a warning of size and ripeness and indeed there's a ton of ripe fruit to the palate; but the wine is also raw untamed and lacking in mouthfeel. It could stand to flow and finish better than it does.,Argentina,Cabernet Sauvignon
Quite piercing on the nose with unyielding cherry and hard-spice aromas. The palate is also intense with saturated black cherry and raspberry flavors riding rough on a tight frame. Not the most friendly and easy Malbec.,Argentina,Malbec
Citrus blossom and pine notes are welcoming enough but the palate is sort of sweet and gummy for Torrontes. The wine has a spritzy body but not much variety in flavor. Powdery on the finish with sugary leftovers.,Argentina,Torrontés
A little sharp and ringing on the nose with pine and citrus keeping it ultra fresh. The palate is mildly aggressive and zesty with herbal raspberry and cherry flavors. With light oak and acidity kicking all the way to the end this shows the crisp side of Pinot Noir.,Argentina,Pinot Noir
After whiffs of burnt rubber and char blow off this berry-packed Cabernet hits like a small brick with black fruit flavor which packs punch and aftershocks of cocoa and coffee. Chunky rough and warm.,Argentina,Cabernet Sauvignon
Dark ripe tarry aromas announce a macho Malbec. This is jammy and pulpy in texture with more than enough extraction. Herbal woodsy black-fruit flavors are supported by an oaky resiny finish with black-pepper spice notes. Drink through 2018.,Argentina,Malbec
Black-fruit aromas are accented by notes of licorice green herbs and grass. This is full and chunky but a bit hollow in mouthfeel. Pronounced tartaric acidity results in surface-level pop along with hollowness while lactic oak and coconut flavors on the finish are familiar for Argentine Cabernet.,Argentina,Cabernet Sauvignon
Dark burnt crusty aromas lead to a palate with choppy tannins. Spicy rooty peppery flavors of red bell pepper tomato and plum finish spicy peppery and savory with a burst of freshening acidity that adds energy and jump.,Argentina,Malbec
This mature yeasty sparkler from Mendoza smells of brioche and baked apple. Flavors of sourdough bread cider and white mushroom finish bready and soft so drink now.,Argentina,Sparkling Blend
This music-themed blend of Chardonnay and Chenin Blanc is named after vinyl records and the name means “white noise.” The nose is made up of simple apple and stone-fruit aromas and the wine tastes of briny orange finishing racy and salty.,Argentina,White Blend
Mild aromas of balsam wood and lightly spiced raspberry and plum are subtle and unforced. This deals ample body weight and lively acidity along with savory berry flavors accented by mild herbal and leather notes. Light spice and tomato flavors mark the finish.,Argentina,Malbec
This big lush friendly and serious Malbec is packed with prune blackberry and toast aromas. On the palate it's deep and layered the perfect bed for flavors of blackberry chocolate and herb to fill. Huge for sure but still complex with dynamite prune and licorice notes on the finish. Drink now–2015.,Argentina,Malbec
There's a stalky baked angle to the nose of this full-bodied heavily oaked Chardonnay. The palate as the nose suggests is heavy and rich with candied creamy banana and baked apple flavors. It's ripe and oily on the finish.,Argentina,Chardonnay
Chewing gum dry wood and generic berry aromas precede an honest palate with modest tannins. Slightly herbal black-fruit flavors are peppery but nonspecific. A steady but chunky finish is the final act.,Argentina,Malbec
Briary berry aromas come with hints of leather and animal. This feels dense jammy and a bit gummy while flavors of blueberry chocolate and baked black plum finish chewy and a touch sticky.,Argentina,Cabernet Sauvignon
This is a dark rich modern Cabernet. The nose oozes sweet aromas of coconut and vanilla along with creamy oak and blackberry. The palate is full and chunky in feel with dark-fruit flavors accented by molasses and pepper. A chewy finish shows grip and lasting acidity.,Argentina,Cabernet Sauvignon
If you get at this now you may still enjoy the wine's freshness. Aromas of apricot and apple are clear and unadulterated by oak. The flavors of lemon apple pineapple and green papaya are zesty while lasting acidity on the finish leaves a cleansing wet impression.,Argentina,Chardonnay
Generic red-fruit aromas are accented by sage and thyme while in the mouth the feel is wiry. Full-blooded raspberry and cherry flavors come with pronounced acidity and lighter-framed tannins so there's some sharpness. All in all it's a no-frills red wine with minimal Cabernet character.,Argentina,Cabernet Sauvignon
Toso's first-ever rosé of Malbec comes in a salmon color with clean but generic aromas of melon cotton candy and wet stones. The palate deals sweet peach with some spice and the mouthfeel is full. Good in a round drink-me-soon style.,Argentina,Malbec
Seems as though St. Lucas's white wines are more sturdy than its reds. This Chard is fleshy and won't last much longer but for dense melon peach and cider-like flavors and relatively good balance it's making the grade. Plump and tropical on the finish as it battles to stay in line.,Argentina,Chardonnay
Red-fruit aromas operate solo on the bouquet. This feels tight crisp and fresh with plum berry and peppery spice flavors. A dry slightly abrasive and scratchy finish deals juiciness and lasting red-fruit flavors.,Argentina,Malbec
Dusty apricot and melon aromas come with plenty of oak and vanilla. The palate is on the flat and creamy side with peachy acidity. Flavors of mild citrus vanilla and wood resin finish with additional vanilla notes and a hint of papaya.,Argentina,Chardonnay
Stewy baked aromas of raisin and prune boldly announce that this Malbec is ripe to the point of overripe. The palate is syrupy and soft; cooked baked flavors of blackberry syrup finish  sticky stewy and slightly bitter.,Argentina,Malbec
Candied cherry aromas are mildly rubbery and suggestive of nail polish. On the palate this Malbec feels round fair and balanced. Flavors of pasty fruit and oak accent red-fruit notes.,Argentina,Malbec
Cool herbal aromas of blackberry and cola are minty. This feels narrow with hard tannins that aren't ready to reconcile now. Herbal salty flavors of meaty berry fruits are warm spicy and steadfast with herbal notes through the finish. Drink through 2020.,Argentina,Red Blend
Spice mint herb raspberry and currant aromas form a good nose. Things run a bit choppy and rough on the palate but overall it works bearing roasted berry and herb influences with grabby tannins. This is a full stocky spicy and mildly green-leaning Cabernet.,Argentina,Cabernet Sauvignon
Golden in color with a nose of gardenia green herb and lychee. This feels solid but it's softening with adequate grip despite no overt acidity. It tastes peachy and oily. Drink immediately.,Argentina,Torrontés
This is superdark and savory smelling with aromas of cumin char roasted blackberry and licorice. Big tannins and beaming acids structure the palate which bears toasty oaky flavors of berries. The finish is spicy and salty.,Argentina,Malbec
The nose has warm jammy aromas that suggest horsehide and blackberry syrup. It feels chunky and full with jammy spicy slightly herbal flavors of black fruits. On the finish it turns more herbal and loses its structure.,Argentina,Malbec
On the nose aromas of sweet red hard candy mingle with a note of animal fur. Fairly tannic and lively in the mouth this has herbal rubbery flavors alongside jumpy red-berry fruit. The finish is a bit abrasive.,Argentina,Malbec-Cabernet Sauvignon
Floral berry olive and spice aromas make for a rustic nose with polish. This wine feels lively and a bit jumpy with woody plum and berry flavors that are braced and framed by crisp Patagonian acidity. A lightly herbal salty finish is powerful but steady. Drink through 2020.,Argentina,Cabernet Franc
Big bold blackberry and mulled-plum aromas are ripe briary and turn more raisiny the longer this wine sits. Raw tart acidity and firm tannins offer structure. This wine has a palate of prune and stewed meat with a rich yet rugged feel. Drink through 2021.,Argentina,Cabernet Franc
This has fresh berry and flower aromas that lead to a healthy-feeling palate which is full of cherry boysenberry and blackberry flavors. Mildly toasty and chocolaty on the finish.,Argentina,Malbec
Inky dark charred and serious and it only gets better as it opens with air. The palate has a smooth deep comfortable feel and the flavors are sweet fruity creamy and proper for Malbec. Chocolaty and rich on the finish. A very nice wine made for near-term drinking.,Argentina,Malbec
Chewing gum dry wood and generic berry aromas precede an honest palate with modest tannins. Slightly herbal black-fruit flavors are peppery but nonspecific. A steady but chunky finish is the final act.,Argentina,Malbec
Dry spice and minty aromas cover up mild berry fruit scents. This is clunky and jammy in feel with stewed berry and saucy flavors. The finish is herbal in general with a chunky weight to it.,Argentina,Malbec
Earthy aromas are a bit muddled and suggest tomato and herbs but in the mouth this is fresh and rigid in feel. Flavors of zesty berry come with oaky savory notes and a touch of woody residue on the finish.,Argentina,Cabernet Sauvignon
Minty boysenberry aromas show modest minerality. The palate feels acidic and clipped while angular berry flavors lead the charge. A minty peppery finish comes with scouring acidity so this needs food.,Argentina,Malbec
A solid example of Bonarda in fine but straightforward form. There's a comfortable attack to the palate with likable plum and blackberry flavors. It goes a long way on the finish and as a whole it meets or exceeds expectations. Give this a try if you're interested in Argentinean Bonarda.,Argentina,Bonarda
A touch of green is present on the bouquet while cassis and raspberry aromas fill in the blanks. The palate is creamy and a touch sticky with raspberry plum and coconut flavors. A good wine with limitations; it's smooth but unctuous with a full mouthfeel and good familiar flavors.,Argentina,Malbec
Broad woody buttery aromas blend with blackberry cassis and grapy notes on a full-force bouquet. This Uco Valley Malbec is lush fruity and chunky in feel with ripe spicy earthy flavors of blackberry and fresh herbs. A long woody toasty finish confirms high quality length and power; drink through 2022.,Argentina,Malbec
Condensed aromas of blackberry black plum licorice and marzipan cover both the dark and sweet sides of what full-force Malbec can offer. This feels wide grabby and spongy while rich blackberry flavors fold in herbal offsets and sweet prune notes. This feels a bit tartaric and gappy on the finish but overall it's an excellent Malbec to drink through 2021.,Argentina,Malbec
Early on this shows edgy minty aromas of toasty oak but then plum wild berry warm dust and malty notes settle in. Chunky grapy weight makes for a full broad palate while baked berry and savory meat flavors end dark potent and satisfying. Drink through 2030.,Argentina,Cabernet Franc
Violet and floral boysenberry aromas show earthiness and leather after airing. This feels supple and deep with just enough acidic lift. Toasty blackened cassis and blueberry flavors show a hint of bacon while toast spice and chocolate flavors grace a solid finish. Drink through 2024.,Argentina,Malbec
This is one exotic number. The nose shows blueberry boysenberry charcoal plenty of oak and hints of cardamom and star anise. A lush layered palate is intense but doesn't hit too hard while concentrated blackberry licorice and spice flavors set up a peppery minty finish that's stout and structured.,Argentina,Malbec
Unique for Argentina is this type of blend which is 75% Tempranillo and 25% Malbec. The nose on this mature wine is heady earthy and rooty in nature with raisiny richness lurking in the background. On the palate it's full and gritty with grabby tannins. Flavors of earthy baked berries and tomato sauce finish short an inidication that this is ready to drink now.,Argentina,Tempranillo-Malbec
Opaque in color this saturated Malbec-led blend exhibits coconut and cola aromas along with fully ripe blackberry notes. This is massive in the mouth with a solid foundation. Maximum berry expression and a jammy deep-fruited finish give this power and content beyond its price point.,Argentina,Red Blend
Fabre Montmayou has excelled in the value department but this higher-end Patagonian Malbec signals a new benchmark for this French-owned winery. This is dark and inky with a crusty blackened essence. Ripe black-fruit flavors come with chocolate spice and licorice accents that run through a long generous finish.,Argentina,Malbec
Nicely put together but totally generic as if it were sent from the central casting dept. The nose has some rubber and smoke to go with black fruit while the palate has good body and sweet black plum and berry flavors. Full enough but not baked or heavy.,Argentina,Malbec
Mildly stewed berry aromas come with loud oak and a strong hint of green herbs. This Cab Franc feels syrupy and chunky with baked flavors of berry fruits and oaky chocolate. That theme of oak and chocolate carries over to the finish.,Argentina,Cabernet Franc
Stalky green aromas lead to a palate that has a choppy feel combined with lactic notes. Flavors of stewy red fruits and resiny oak finish minty and with vegetal character.,Argentina,Malbec
Scratchy aromas of red fruits come with a chemical note of paint that feels hard and forced. Vanilla-like oak collides with green notes and bitterness that lead to a buttery finish.,Argentina,Cabernet Sauvignon
Stalky leathery aromas of cooked berry fruits precede a raw acid-driven mouthfeel and sour flavors softened by a touch of malty oak. The finish is scouring and short.,Argentina,Malbec
The wine shows a maderized color and aromas of oxidized stone fruits and rubber. This fast-fading rosé feels flat with mushy flavors of peach melon and mushroom. Bitterness rises up on the finish.,Argentina,Rosé
This is a supreme small-lot Argentine wine from lauded winemaker Jorge Riccitelli. The blend is 70% Malbec with 20% Cabernet and 10% Merlot. Aromas of loam wild berry and vanilla are elegant and exciting. This is silky smooth with creamy oak and ripe black-fruit flavors playing together through a mellow plush finish. Drink this impressive complete Malbec blend through 2016.,Argentina,Bordeaux-style Red Blend
Barda is a particular wine with proprietary aromas of light cranberry pickle brine dried leaf and especially tomato. A light palate with mild yet rubbery tannins sets up fresh earthy briny flavors that end smooth with salty herbal aftershocks.,Argentina,Pinot Noir
This small-production Malbec (75 cases) dances in and out in terms of balance. On the nose prune raisin and blueberry aromas are ripe and effusive. On the palate however high acidity makes this jumpy. Plum berry and cassis flavors qualify as fruity while the finish drills away due to potent cutting acidity.,Argentina,Malbec
Murky stewy soupy aromas deliver little to no freshness or fruit while the palate is tannic and tastes bitter mildly weedy and minty. Seems roasted and devoid of quality. Unclean and unimpressive.,Argentina,Cabernet Sauvignon
Smells like corn stalks and also of oxidation. The palate is wet but shapeless and the flavors are waxy and jumbled. It's yet another pass-it-by underperforming Mendoza Chardonnay.,Argentina,Chardonnay
Blackberry raisin cola moss and spice aromas form a potpourri of Malbec excellence. This is super deep and dense stuff; it's tight and ripped with tannins and acids. Flavors of licorice blackberry dark plum and oak are layered and serious. The first Mai made by Kaiken and it's ready now through 2016.,Argentina,Malbec
Spunky right off the bat this has floral and fresh fruit aromas that fall squarely into the wild berry category. It feels lively on the palate with spiked acidity but enough weight and depth to absorb it. This tastes like a mix of plum blackberry and chocolate and the finish darkens up with notes of pepper and spice. Drink now–2017.,Argentina,Malbec
A lightly charred foresty nose includes aromas of blackberry cassis hard spices licorice and leather. This is lively but balanced in terms of feel with richness and raciness playing off each other. Flavors of baked black fruits peppery spice and licorice finish dark long and bright with juicy acidity that will keep this healthy for years to come. Drink through 2024.,Argentina,Cabernet Sauvignon
A combination of char licorice blackberry and cassis aromas is about as complete and pleasing as it gets for Malbec. This doesn't lose it in the mouth where things are firm and true with solid tannins. Charred flavors carry onto the flavor profile along with blackberry and hickory smoke while the finish is toasty chocolaty and spicy. Drink through 2021.,Argentina,Malbec
Light tropical aromas are mellow and reflect the 15% Riesling that helps out the wine's core of Torrontés. A tangy mouthfeel is citrusy and fresh while flavors of lime lychee and tangerine finish lively clean and not bitter.,Argentina,White Blend
Rooty aromas of tree bark cola tobacco and sweet briar set up a plump tannic palate with roasted sweet flavors of Mission fig dark berry and spice. It's easygoing and loamy on the finish with chewy tannins and not too much bite.,Argentina,Cabernet Sauvignon
Shiny pink in color with youthful crisp aromas of cherry and watermelon. Zesty and fresh on the tongue with spunky cherry and raspberry flavors that finish with natural sweetness. Candied to an extent but mostly it's fresh and balanced.,Argentina,Rosé
