description,country,variety
Honeycomb and tangerine skins entice on the nose of this elegant dry Riesling. White-peach and grapefruit flavors are ripe and rich on the palate lending an unctuous almost oily mouthfeel. Strikes of steel and acid on the finish lend finesse.,Germany,Riesling
Herbaceous with notes of fresh leaves green florals and honeydew this bargain eiswein is ethereally delicate on the palate. It's honeyed in sweetness but briskly composed with sharp lemon acidity.,Germany,Riesling
Crisp blackberry and raspberry flavors shine brightly against a sultry backdrop of smoke vanilla and spice in this luscious full-bodied Pinot Noir. It's rich and rounded on the palate but framed smartly by bitter edges of dried herb and fine tannins. It's a sensual wine but taut and stately likely to improve further through 2024.,Germany,Pinot Noir
A crystalline purity persists from nose to finish in this dry mineral Riesling. Tart white peach and pear flavors are showered in shards of mineral and crushed rock and an electric streak of lime acidity. It's ethereally light in texture but finishes with persistence. Ready to drink now but will continue to improve through at least 2025.,Germany,Riesling
Gradations of textures ripple on the palate of this full-bodied dry Riesling. It's unctuously rich and fruity full of ripe peach and honey flavors while also elegant struck by tones of steel and lemony acidity. A touch of saffron persists through a long lingering finish.,Germany,Riesling
Delicate whiffs of white peach turn riper and richer on the palate of this intensely honeyed Spätlese. It's deliciously concentrated in stone-fruit and melon flavors yet maintains a feather-light demeanor and vibrant piercing spine of acidity.,Germany,Riesling
Exotic spice and cedar notes mingle amidst plump red cherries and raspberries on the nose of this perfumed Pinot Noir. Firm tannins form a taut foundation to crisp tart raspberry and currant flavors and savory nuances of dried herb and crushed granite. It's a remarkably elegant squarely structured wine that should meld beautifully over the next decade.,Germany,Pinot Noir
While the nose on this off-dry Riesling is lean and mineral the palate is lusciously ripe brimming with peach and mango flavors. A streak of high-pitched acidity shakes up the midpalate and lingers through the finish.,Germany,Riesling
Hints of cookie crumbs lend warmth to fresh apple and pear notes in this mineral-intense dry Riesling. It's round and rich on the palate but punctuated by tart steely tones of acid and stone before finishing moderately long.,Germany,Riesling
Sunny whiffs of Meyer lemon and peach turn zestier on the palate of this dry Riesling. It's a delightfully quaffable wine marked by cutting mineral intensity. Drink now through 2019.,Germany,Riesling
Honey and custard aromas turn steely and brisk on the palate in this medium-bodied dry Riesling. Its tart melon rind and lime flavors are refreshing and approachable highlighted by a streak of nervy acidity on the finish. Drink now through 2019.,Germany,Riesling
Delightfully fun and refreshing this perlwein or lightly sparkling white is Germany's answer to Italian prosecco. Made from Müller-Thurgau grapes it's gorgeously floral but with a chalky earthen tang. Sprightly acidity and a fresh green touch lends vibrance to a moderately long finish.,Germany,Müller-Thurgau
Luscious white peach and apricot flavors are anchored by a steely core of mineral in this easy-drinking but elegant wine. Light bodied but persistent it's a lip-smacking sweet wine that finishes with a touch of brambly herbaceousness. Drink now through 2020.,Germany,Riesling
A fresh green-floral touch persists throughout this refreshing dry Silvaner. Light-footed in style it offers crisp green-plum flavor accented by zippy flashes of lime and lemon zest. The finish is invigorating and brisk.,Germany,Silvaner
Steel and stones are brightened by tones of lemon and grapefruit in this dry-style wine. It's medium bodied but texturally quite rich lending a satisfying sensation of volume that adds impact to the finish.,Germany,Riesling
Layers of luscious mango tangerine and pineapple mark this gloriously fruity forward Riesling. It's unabashedly plump but delicate sweetness and staccato strikes of lemon and lime lend balance. It shows remarkable elegance for something so accessible and irresistibly gulpable.,Germany,Riesling
Its lavish peach citrus and blossom perfume makes the Westhofen Brunnenhäuschen stand out boldly in a lineup of Wittmann's excellent 2014 GG Rieslings. Its aromatic intensity extends into the palate brightening its stony slatey character. Supple yet steely it finishes with a hint of lime-pith astringency. While elegant now this wine should intensify in minerality with age.,Germany,Riesling
While the nose is dominated by darker mineral notes of petrol and smoke a penetrating core of juicy white peach and melon flavors flood the palate. Silky and lush in mouthfeel it lingers long through a slick lip-smacking finish. Drink now through 2025.,Germany,Riesling
Delicate notes of bramble and char accent sultry black-cherry flavor in this bold elegantly structured wine. Fresh cranberry acidity dazzles the midpalate leading a long mineral-tinged finish.,Germany,Spätburgunder
Mineral notes on the nose build in intensity throughout this brisk invigorating semidry Riesling. Spine-tingling lemon-lime acidity offsets a palate full of luscious yellow peach and honey flavors. Finishes long with a spray of lavender.,Germany,Riesling
Whiffs of lavender and lime mark this unusual yet elegant dry Riesling. It's lean and zesty in feel with tart stone fruit and pear flavors that are layered in waves of crushed minerals and puckering tangerine acidity.,Germany,Riesling
Brisk and nervous on the palate with searing lemon-lime acidity this slightly off-dry wine is well-balanced with delicate apple and blossom flavors. It's long and mineral on the finish with just a touch of sweet white peach.,Germany,Riesling
Sumptuous aromas of white peach and pineapple are tinged with rocky mineral tones on this powerful penetrating dry Riesling. While moderate in alcohol it's surprisingly ripe in grapefruit and peach flavors bolstered by a thick mouthfilling texture.,Germany,Riesling
Honeysuckle wafts softly amidst white peach and lemon aromas on this dry unctuous wine. Richly textured it's almost oily in mouthfeel but balanced by a streak of high acidity and a steely mineral tone. Finishes long and lean on a bristling lime-zest note.,Germany,Riesling
Intensely concentrated flavors of sweet cantaloupe tangerine and peach belie the difficulties inherent to Mosel's 2013 vintage. This spätlese is unusually rich and silken on the palate yet maintains a thrilling high-acid profile. Finishes long with lingering notes of honeysuckle and saffron.,Germany,Riesling
Delicate dustings of saffron and spice lend complexity to unctuous honey and tangerine on this luscious concentrated eiswein. While light as a feather its intensity and power are jaw dropping. A streak of high-toned acidity draws out a long mineral finish.,Germany,Riesling
Pressed apple and pear are touched with petrol and crushed rock notes in this savory dry Riesling. More mineral than fruit it's slightly restrained yet elegant with a lingering delicately astringent finish. Drink now through 2019.,Germany,Riesling
There's an exotic shadow of saffron and spice here mingling sumptuously into honey and pressed apple flavors. It's delicately sweet and effortlessly juicy but also savory and complex finishing on a lingering slightly bitter note. Drink now through 2019.,Germany,Riesling
Fresh apple blossom and pear aromas are pristine on the nose of this delicate Pinot Blanc. The palate is lemony and crisp but softened by hints of honey and a mouthwatering silkiness. Ready to consume now but should drink well through 2020.,Germany,Pinot Blanc
Forward but fresh this elegant Pinot Blanc juxtaposes rich peach and mango flavors with a zesty acidic spine. The finish is sleek and a bit steely. Ready now but should drink well through 2020.,Germany,Pinot Blanc
Cool tones of slate and stone accent delicate sour cherry and raspberry flavors in this sprightly dry rosé. Zippy and thirst quenching yet firmly anchored in minerality it's an elegant rosé for year-round enjoyment. Drink now.,Germany,Rosé
Boldly perfumed with lychee rose petal and peach this is a textbook Gewürztraminer with wide appeal. Luscious stone fruit and melon flavors lend a silkiness on the palate off set by sunny grapefruit acidity. It's delicately sweet on the finish. Drink now through 2018.,Germany,Gewürztraminer
Notes of quartz and slate linger prominently from nose to finish in this breezy blossomy Pinot Blanc. Concentrated yellow apple and lemon flavors penetrate the palate. The finish is moderately long glazed by a sheen of waxy apple skins.,Germany,Pinot Blanc
Delicate floral tones build throughout this zesty off-dry Riesling. While sweet with honeydew flavor the palate is zippy and tart with cutting notes of lime zest and pineapple. It's a classically styled Mosel kabinett at an accessible price.,Germany,Riesling
Chalk dust and slate lend a mineral elegance to white blossom lime and gooseberry notes. The palate is zesty and spry marked by concentrated hits of sweet stone fruit and citrus flavor.,Germany,Riesling
White peach melon and lime flavors are pure and pristine. A kiss of honey sweetens the palate lingering softly alongside a spritz of lemony acidity. Enjoy now through 2016 for its crystalline character.,Germany,Riesling
Hints of almond and lemon rind lend complexity to sweet honeydew and white peach flavors in this featherlight Riesling. Lacy sweetness coats the midpalate offsetting streaks of tart lemon-lime and grapefruit. It's a pristine wine best enjoyed young for its refreshing quaffable style.,Germany,Riesling
Nervous lemon-lime acidity forms a strident spine to this dry delicately framed Riesling. Tart white peach and pineapple flavors are concentrated yet crisp leading a long mineral finish.,Germany,Riesling
Savory wisps of smoke and dusty minerals juxtapose exuberantly juicy sweet yellow peach and nectarine flavors in this crystalline kabinett. Just off-dry on the palate its refreshing high-spirited style makes it an excellent apéritif.,Germany,Riesling
Dusty mineral and pollen notes lend savory complexity to sunny tangerine and honey on the palate of this kabinett. It's not a deeply penetrating wine but delicate tangerine sweetness and zippy acidity feel vital and fresh. Drink now.,Germany,Riesling
Spicy saffron and pollen notes add a savory warmth to sweet honey and lemon aromas on this gorgeously complex auslese. It's gingerly and bright on the palate with tangerine acidity that highlights flavors of sweet peach preserves and jasmine tea. The finish lingers on and on and on.,Germany,Riesling
Dried orange rind and saffron notes lend a spicy exotic flair to sweet silky honey and marmalade flavors on this beautifully concentrated Riesling. It's delicate in frame yet intensely penetrating on the palate with streaks of orange acidity and a bristling tea-leaf astringency that adds complexity to the finish.,Germany,Riesling
Bold in alcohol with a dry intensely textured palate this Riesling is rich and ripe with notes of honeysuckle peach and even a hint of berry. It carries its girth well with a zippy streak of lemon acidity that cuts through all the ripeness leading to a long subtly mineral finish.,Germany,Riesling
A touch of honey sweetness accents zesty pineapple and lemon flavors in this harmoniously off-dry Riesling. Concentrated and juicy yet pert with acidity it refreshes with ease and elegance. Drink now through 2021.,Germany,Riesling
Raumland's Marie-Luise is a blanc de noirs of 100% Pinot Noir that comes across as toasty and nutty on the nose and palate without obvious red-berry fruitiness or the earthy sous-bois complexity of the variety. That said it is medium in body and does make for a nice glass of bottle-matured sparkling.,Germany,Sparkling Blend
Crisp green plum and gooseberry aromas lend an invitingly cool touch to this otherwise sun-kissed spätlese. The palate is delicately honeyed showcasing a bounty of sweet succulent apricot tangerine and pink grapefruit flavors. Spry texture and a spine tingling acidic backbone lend impeccable balance.,Germany,Riesling
While the nose suggests ripe tangerines and blossoms edged by hints of smoke and slate the palate of this dry Riesling turns surprisingly austere. Light on its feet with a lean razor-edged precision it's angularity and steeliness are refreshing and revitalizing. The finish is marked by lingering lime pith and herbal tones.,Germany,Riesling
Perfumed tangerine and lemon notes are glazed with a waxy sheen on the nose of this elegant wine. While dry and light bodied in style the palate is surprisingly tropical bursting of fresh pineapple mango and guava flavors. Spry acidity and a hint of crushed minerals freshen a long meandering finish.,Germany,Riesling
Perfumed and pert this elegant entry-level Spätburgunder offers surprising bang-for-your buck. Sumptuous blackberry and cherry flavors are ripe and concentrated accented by hints of dried herb cedar and anise. It's supple in texture with a sprightly streak of acidity. The finish lingers on soft pleasantly astringent tannins. Drink now through 2022 to enjoy its fresh perfume.,Germany,Pinot Noir
Zesty lemon tangerine and orange aromas awaken the senses on the nose of this elegant dry Riesling. It's spry and lean on the palate but chock full of juicy tangerine and quince flavors. Zesty lime acidity and pleasantly bitter citrus pith notes linger on the finish. Drink now through 2021.,Germany,Riesling
A kaleidoscope of sweet sun-kissed fruit this dazzling kabinett offers an array of glazed grapefruit tangerine and stone fruit flavors. It's exceptionally light and airy in texture but penetrates deeply. Spry acidity and a sheen of crushed minerals freshens the midpalate guiding a clean citrusy finish. Drink now through 2021 to enjoy its youthful exuberance.,Germany,Riesling
The biggest difference between Huber's R bottlings and this Alte Reben (old vine) Pinot Noir is the crispness of this wine's acids. It still shows the complexity Huber builds in: an herbal tinge to the cherry fruit hints of mushroom and coffee it just comes across as a bit sharper and edgier. Drink now–2015.,Germany,Spätburgunder
If the first duty of an icewine is to be sweet this satisfies that need. Its sugar is also reasonably balanced in this case by 10% alcohol and crisp acids. What's missing is the purity of fruit as some slightly singed earthy notes creep into its aromas and finish.,Germany,Silvaner
Perfumed notes of white peach and grapefruit abound on this medium-bodied off-dry Riesling. It's fresh and fruity offering juicy green apple and citrus flavors sharpened by edges of lime and lemon. The finish is honeyed and long. Drink now through 2020 to enjoy its vibrant style.,Germany,Riesling
Savory whiffs of ramps and pollen blow off with aeration to reveal fresh scents of tangerine and apple. On the palate it's off dry with intensely concentrated flavors of pink grapefruit and white peach. Zesty lime acidity lingers on the finish.,Germany,Riesling
A veritable kaleidoscope of scents this off-dry Riesling transitions frenetically from a range of aromas—grassy and herbal to stony and mineral then suddenly ripe with stone fruit and honey. The palate is juicy and quaffable with sweet pink-grapefruit flavor accented by a brisk lemon-lime finish.,Germany,Riesling
Smoked nuts and dusty minerals accent lemon and pink grapefruit notes in this off-dry refreshingly brisk Riesling. Tart tangerine and white peach flavors are juicy on the palate lingering into a finish that's softly astringent in tea-like tannins.,Germany,Riesling
A solid example of dry Riesling from the Ruwer marrying light body to stony minerality and classic notes of green apple citrus and petrol. Dry and fresh on the finish.,Germany,Riesling
Loaded with ripe tropical fruit this user-friendly approachable Riesling lacks a bit of minerality but compensates by offering pineapple and mango flavors. It's decently concentrated and long just a bit one-dimensional.,Germany,Riesling
Fluffy almost cloud-like in mouthfeel this finely textured late-release Riesling already shows clues of just a few years of bottle-age magic. Savory notes of white mushroom and spice lend umami to slicks of sweet marmalade grapefruit and honey. It's an enticing wine at a surprisingly gentle price.,Germany,Riesling
Crushed stones and citrus blossoms perfume this fresh primary Pinot Blanc. It's a bit puckery on the palate but balanced nicely by sweet-tart peach and apple flavors. Ready to drink now it's a value wine with a refreshing widely appealing style.,Germany,Pinot Blanc
Bürklin-Wolf's standard label Wachenheim-dry Riesling has all the vivacious acidity and citrus flavor of its premier cru counterparts but is also starker and leaner in style. Its sharp angular feel is elegant and penetrating though finishing with a nuanced dusting of saffron and crushed minerals. Drink now through 2018.,Germany,Riesling
True to label this dry invigorating Riesling is a showcase of Mosel-style minerality. Racy lime pineapple and tangerine flavors are intensified by slatey salty tangs of minerality that reverberate on the finish.,Germany,Riesling
Lusciously peachy and floral with a deliciously clingy silken mouthfeel this dry Riesling offers irresistable quaffability at a seductive price point. It's unabashedly forward yet nuanced. Brisk and cutting on the finish it's a balanced refreshing sip. Drink now through 2018.,Germany,Riesling
Touches of candlewax and savory herbs add intrigue and complexity to bright sunny peach and apricot flavors in this semi-sweet wine. Vivacious and brisk the palate plays out like a joyful tug-o-war of tangerine acidity and a lingering sweetness that's so refreshingly tasty.,Germany,Riesling
Zesty lemon and lime aromas add elegance to unctuous white peach and apricot flavors on this delicate yet remarkably complex wine. Off-dry in style it balances a youthful fruit profile with nuanced shades of smoke and earth. Nervy citrus acidity drives a long focused finish.,Germany,Riesling
This wine shows the riper spicier side to German Pinot Noir. Lush black cherry and plum flavors are fleshy and dense on the palate tinged with notes of cassis and bramble. Crisp acidity adds elegance and structure along with a penetrating layer of finely textured tannins. Drink now for its bold decadent style.,Germany,Spätburgunder
This is an exceptionally priced wine that allows a glimpse into the power and density of Domdechant Werner's 2015 Rieslings. Yellow peach and nectarine flavors are vivaciously fresh but there's a lot more than fruitiness here. It's forward and yielding yet weighty its richness nuanced by hints of smoke graphite and caramel. Luscious mouth clinging texture lingers on the finish.,Germany,Riesling
Sunny whiffs of raspberry melon and tangerine lend contrast to zippy lime and lemon on the palate of this steely razor-edged dry wine. Bristling acidity lends lightness on the palate but a mineral-oil cling amplifies its richness and depth. It's delicious already but should gain density and power over the next decade.,Germany,Riesling
Deep dusty slate and smoke tones rim the edges of this sleek laser-edged Kabinett. It's intensely concentrated in lemon and lime flavors but darkly mineral as well finishing on sweet-tart hits of citrus and salt. Delicious now it should only improve over the next decade.,Germany,Riesling
Pristine red-plum and berry flavors abound in this fresh easygoing red. Semisweet on the palate and soft in acidity it's a straightforward juicy wine for everyday enjoyment.,Germany,Dornfelder
While the nose is subdued lush honeydew and white peach flavors shine brilliantly on the palate of this taut nervous wine. Streaks of steely mineral lend a polished feel that lingers on the finish. It's strikingly acidic still but should meld together beautifully with some cellaring ideally from 2019 on.,Germany,Riesling
The nose of this dry richly textured Riesling entices with notes of apples and pears dipped in wildflower honey. Rich and languorous it's intensely juicy in grapefruit flavor and finishes long with a zesty mineral flourish.,Germany,Riesling
The better (by just a whisker) of Huber's 2011 Pinot Noirs the Bienenberg is distinctly fragrant of cherry blossoms and rose. Tart red cherry and cranberry flavors are streaked with saltwater and stone finishing on a lingering mineral tone. It's bold yet elegantly structured.,Germany,Spätburgunder
Hints of lemon shortbread fresh apple and white flower unfold on the nose of this delicately honeyed wine. On the palate sweet white-peach and yellow-cherry flavors run just a shade off dry. Easy going and fresh it finishes long with a streak of tangerine acidity.,Germany,Riesling
Blossomy perfume wafts throughout this squeaky fresh off-dry Riesling. Tart tangerine and punchy yellow peach and mango flavors are vibrant and crisp resonating long on the finish. It's a straightforward yet balanced fruity wine. Drink now.,Germany,Riesling
While slight in alcohol there's a profound textural richness to this stunning dry Riesling. Bold yellow-peach and orange flavors command the palate but are shaded by cascades of wet stone petrol and smoke reminiscent of the wine's volcanic origins. It's a powerful wine calibrated by spry acidity and a deep persistent finish.,Germany,Riesling
Sweet and savory go hand-in-hand in this intensely smoky yet penetratingly fruity wine. It's a deeply mineral Spätlese marked by dark dusty streaks of slate yet brimming with vibrant tangerine and peach flavors. A spike of electric acidity leads a long long finish.,Germany,Riesling
Pristine layers of guava blossom and green plum are etched by crushed stone and acid in this pure crystalline Auslese. It's ethereally light with a delicate sweetness that meanders long on the finish. Drink now to enjoy its youthful exuberance but hold a few back to savor over the next decade.,Germany,Riesling
A note of waxy honeycomb glazes the nose and palate of this lusciously ripe dry Riesling. Its rich almost oily mouthfeel is deeply satisfying but balanced keenly with spurts of bright white grapefruit and lemon zest. Its finish is long and penetrating marked by complexities of saffron and pollen.,Germany,Riesling
Juicy and approachable this blend of Riesling and Müller-Thurgau offers fleshy stone fruit and tangerine flavors brightened by soft slightly yielding acidity. It's a pristinely fruity wine with just a touch of minerality on the finish. Drink now.,Germany,White Blend
Lusciously ripe yet pristine white grapefruits tangerines and lemons abound from nose to finish in this sleek stately dry Riesling. It's lithe and lean on the palate yet piercing in concentration. High toned acidity and darker tones of smoke and nuts lend complexity to a long meandering finish. Beautiful now but sure to meld beautifully through at least 2030.,Germany,Riesling
Hits of salt and crushed earth mingle amidst sweet tangerine and apricot in this revitalizing spätlese. It's intensely mineral yet chock full of summer fruit catapulted by searing lemon-lime acidity. The finish is marked with lingering notes of caramelized sugar and pollen.,Germany,Riesling
In contrast to a nose that's more mineral than fruit the intensity of this wine's voluptuous nectarine and yellow peach flavors surprise. It's dry in style but with a succulent fruitiness that clings delectably to the palate. Finishes long and lean with a tang of steely minerality. Drink now through 2019.,Germany,Riesling
Hints of lemon shortbread fresh apple and white flower unfold on the nose of this delicately honeyed wine. On the palate sweet white-peach and yellow-cherry flavors run just a shade off dry. Easy going and fresh it finishes long with a streak of tangerine acidity.,Germany,Riesling
Ripe tangerine and green melon aromas take a zesty herbal turn on the palate in this beautifully transparent dry Riesling. Its brisk acidity and cutting minerality lend a nervous edge that should ease with time amplifying complexity and weight. Hold until 2020 but it should drink well for at least another decade beyond that.,Germany,Riesling
Unctuously ripe melon and tangerine aromas turn flintier and earthier on the palate in this full-bodied Riesling. It's dry and densely textured heaving with silken layers of lime and lemon but vivaciously brisk. The finish is long and nuanced amplified by subtle cardamom and sweet spice hints. It's beautiful now but should improve further through at least 2025.,Germany,Riesling
Lush strokes of honey and caramel intensify ripe peach and melon flavors in this fruity but light-footed wine. It's luscious delicately sweet and calibrated with electric acidity and lime pith astringency on the finish. Irresistibly forward yet featherlight in demeanor.,Germany,Riesling
Cutting streaks of lime and lemon intensify the earthy wet river-rock notes in this complex dry Riesling. There's plenty of pristine peach yellow cherry and green apple fruitiness on the palate but it's more about the rippling textures and mineral tones that take center stage. It's beautiful now but concentrated enough to improve further with age. Drink from 2021.,Germany,Riesling
Apple blossoms perfume pristine lemon lime and tangerine in this invigorating off-dry Riesling. Vivacious and brisk it's uncomplicated yet refreshingly thirst quenching. Drink now.,Germany,Riesling
A blossomy perfumed edge lends lift and vibe to earthier notes of pressed apple and pear in this light-footed medium-sweet Riesling. It's racy and sharp in mouthfeel with a finish that's brisk and bright.,Germany,Riesling
Pressed apple and pears are dusted in pollen and saffron in this earth-toned Spätlese. Delicately sweet honey tones brighten the midpalate accompanied by bracing lemonade acidity. The finish is moderately long marked by a lingering touch of dried herbs.,Germany,Riesling
Bramble and herb notes are prominent on the nose but subside into succulent white grapefruit and tangerine on the palate of this cheerful off-dry Riesling. Sunny acidity adds to its approachable easygoing feel. Drink now.,Germany,Riesling
This wine shows the honeyed notes of a top vintage spiked with clove and petrol. At 13% alcohol the additional weight shows in the mouth where there's also just a hint of residual sugar on the lingering finish.,Germany,Riesling
Ripe bramble notes accent pristine raspberry and cherry notes in this bright remarkably juicy Spätburgunder. It's zippy and fresh on the palate with a spray of cranberry flavor that wraps up nicely in a coat of velvet tannins on the finish.,Germany,Spätburgunder
Equal parts earth and fruit this full-bodied Riesling offers loads of penetrating melon citrus and honey flavors offset by delicate tones of saffron and dusty mineral. Dry in style and struck by exhilarating acidity it offers exceptional balance and complexity.,Germany,Riesling
Whiffs of crushed slate and smoke add earthy complexity to sweet yellow-peach and pink-grapefruit flavors in this delicate but composed Auslese. Intensely minerally on the palate it finishes with a fresh green floral flair and piercing citrus acidity.,Germany,Riesling
Strongly petrolly and slaty with those powerful elements backed by apple and pineapple notes. It's plump for a kabinett weighing in at 10.5% alcohol but balanced and easy to drink now.,Germany,Riesling
This medium-bodied kabinett features an appealing lushness to its texture—it's not a slim racy wine but instead offers hints of honey and diesel oil balanced by ripe apples and citrus. Drink now.,Germany,Riesling
This is a lithe sinewy wine powerful yet lean with coiled intensity to its crisp citrus and mineral flavors. It finishes long and tart with the bracing acids suggestive of a long evolution. Hold 3–5 years and see if it blossoms.,Germany,Riesling
Electric acidity and pure pristine fruit collide in this full-bodied Riesling. Dry in style it offers layers of crisp green melon apple and lime flavors with a textural density that's profoundly majestic. While beautiful already its mineral richness should only intensify over the next decade.,Germany,Riesling
This is close to dry in style with its baked apple and spice flavors supported by stony mineral notes and ample (12.5%) alcohol. It's fairly full-bodied for a German Riesling finishing with hints of mineral oil that cling to the palate. Drink now.,Germany,Riesling
Pleasantly plump and custardy in texture this complex mouthfilling wine offers a whirl of aromas and flavors ranging from fresh asphalt to lime custard and green apple. By the finish any objectionable notes have vanished leaving a clean lingering finish beaming with elegance. Consider decanting if drinking in the near future or simply hold 3–5 years before sampling.,Germany,Riesling
Hints of pine needle and sage lend a refreshingly herbaceous note to this crisp dry Riesling. The mousse is delicately structured with a creamy mouthfeel cut by a strike of lemon acidity.,Germany,Riesling
While herbaceous and green on the nose this almost-dry kabinett is luscious and fruity on the palate with bursts of white grapefruit and tangerine. It's bold and expansive in mouthfeel with a brace of citrus pith on the finish.,Germany,Riesling
While intensely ripe on the nose with scents of white peach tangerine and quince this is a dry remarkably savory wine. It's dense and bold in body but brightened by fresh herbal tones and a zesty lemon-pith finish.,Germany,Riesling
Herbaceous lemony tones reverberate from start to finish on this elegant off-dry Riesling accenting sweet juicy peach and tangerine flavors. Hints of smoke and tea leaf add some complexity along with a lime-pith astringency on the finish.,Germany,Riesling
Layers of pollen dusty mineral and spice lend complexity to this concentrated wine full of yellow peach and fresh apple flavors. It's delicate and lithe in texture yet punchy and penetrating.,Germany,Riesling
Enticing notes of brioche and baker's yeast waft from this brut-style Riesling Sekt. It's perfumed and floral yet elegantly composed drenching the palate in waves of fresh grapefruit and lime. Piercing and pristine it finishes with crystalline precision.,Germany,Riesling
In contrast to Knyphausen's 2006 Riesling the 2006 kabinett is restrained and minerally offering crisp pineapple and green apple flavors underscored by mouthwatering acidity. It's slightly lighter in body as well with a raciness that would work well served alongside sautéed trout.,Germany,Riesling
A hint of dried apricot underscores the ripe apple aromas in this fresh and appealing auslese. It's sweet but not overly so with apple and melon flavors that are plesantly round without becoming soft.,Germany,Riesling
This plump succulent Riesling offers up scents of honey ripe pears and even some slate-driven minerality then follows through on the palate with crisp pear and citrus flavors underscored by wet stones. Fresh and clean it's an ideal apéritif but would also work well with various Asian dishes.,Germany,Riesling
A haze of smoked nut and toasted cedar envelop ripe fleshy black cherry and raspberry in this rich but elegantly balanced Spätburgunder. Crisp tart cranberry and cassis notes brighten the midpalate easing into a finish marked b fine but slightly bitter tannins. Drinks well now but should meld nicely from 2020.,Germany,Spätburgunder
Whiffs of savory herb and smoke fade into buoyant fruit on the palate of this juicy tangerine-kissed Riesling. Off-dry in style it's easygoing and fruit forward with a finish marked by sweet apricot and citrus flavors. Drink now through 2020.,Germany,Riesling
The nose is a bit quiet but the palate of this off-dry Gewürztraminer is lusciously fruity full of clingy peach nectarine and citrus flavors. Bright acidity and a bristling lime-pith finish add depth and structure.,Germany,Gewürztraminer
Streaks of lanolin and honeycomb lend a waxy richness to stark lime and lemon flavors in this dry medium-bodied wine. While slightly austere in style intense minerality and sharp acidity create stately elegance.,Germany,Riesling
Weil's Estate Dry Riesling is lighter in weight than one might expect with hints of pineapple and passion fruit on the nose and tightly focused apple and citrus notes on the palate. Crisp lemon and green apple emerge on the finish.,Germany,Riesling
Pretty standard stuff making it something of a disappointment in an Erste Gewächs context. Petrol notes upfront followed by honey pear and citrus fruit and a long mineral-inflected finish. It's good but this sample didn't sparkle.,Germany,Riesling
Starts off slowly with slightly odd machine-oil aromas then turns into a rather angular high-acid Riesling for a 2009 with pear and citrus flavors that finish crisp.,Germany,Riesling
Flinty and sweaty upfront with even a hint of onion or garlic. Once past that things smooth out with a light to medium weight on the palate and some pleasant melon and citrus notes that linger on the finish.,Germany,Silvaner
A shower of minerals highlights this brisk breezy kabinett. Sweet musky canteloupe sweetens the palate energized by a shock of lime and lemon. It's effortlessly perhaps dangerously quaffable.,Germany,Riesling
Apple pear and stone-fruit flavors are vibrant and fresh from nose to finish of this delicately sweet Kabinett. It offers uncomplicated refreshment but is anchored with taut acidity and honed steely minerality. The finish is long and persistent.,Germany,Riesling
White blossoms and summer peaches persist from nose to finish here. The palate is lusciously sweet dripping with ripe rich apricot and tangerine flavors but a backdrop of lime acidity makes it refreshing too. Drink now through 2021.,Germany,Riesling
Kirsten's Feinherb or gently sweet bottling maintains a firm foundation of stoniness but also embraces softer less angular dimensions of spring blossom and peach. High-toned acidity brighten and lifts the palate through a long finish. Drink now through 2021.,Germany,Riesling
Loosen's Grosses Gewächs bottling from old vines is plump custardy and slightly sweet-tasting buoyed by ample ripe apple and peach flavors and tinged with hints of lime fern fronds and crushed stone. It might well have been more impressive served in a different (sweeter) flight; in this context it seemed slightly soft.,Germany,Riesling
The 2009 Abtsberg Superior is inferior to its Herrenberg counterpart but remains a very good wine. Hints of sweat and wet stones mark the nose while the fruit is more expressive on the palate coming across as greengage plum and bright citrus. Medium bodied; crisp on the finish.,Germany,Riesling
For a 2008 this seems to be developing rather quickly showing toasty notes that emerge on the nose expand on the palate and jump out on the finish largely overshadowing the admirable citrus and crushed-stone elements. Drink now.,Germany,Riesling
This wine makes an interesting contrast to the estate's GG from the Wallhausen Johannisberg—it's seemingly much tighter. There's passion fruit and fern fronds wrapped in crisp acids that leave the wine finishing long but tart and scoury.,Germany,Riesling
Hints of bramble and earth lend savory nuances to sunny yellow peach and melon flavors in this bright vivaciously crisp Kabinett. Off-dry in style it's balanced by a stream of focused tangerine acidity leading from midpalate through a moderately long finish. Start drinking now.,Germany,Riesling
Delicate aromas of crisp green apples pear and white peach abound on this lean but concentrated Pinot Gris. Dry and spry the palate is honed on minerality and refreshment. Enjoy now for its vitality and youth.,Germany,Pinot Gris
While bright cherry and berry aromatics take a bit of aeration and coaxing to flourish this four-square wine calibrates juicy primary red fruit with cool touches of menthol and cranberry acidity. It's approachably fruity and framed in soft delicate tannins. Drink now.,Germany,Dornfelder
Lychee and honeysuckle notes are concentrated and pure in this bright off-dry Gewürztraminer. It's elegantly structured lifted by zesty tangerine acidity and hints of dusty pollen and mineral that linger on the finish. Drink now.,Germany,Gewürztraminer
Vibrant yellow peach apricot and blossom notes permeate deeply through this light-footed dry Riesling. It's exuberantly primary yet not at all cloying. Enjoy now for it's youthful vitality.,Germany,Riesling
Cutting and crisp this wine is a showcase for the complexities that exist beneath its austere mineral style. On the palate fresh apple and pear notes are glazed by a crush of wet mineral stones. It's a refreshingly mouth quenching wine that finishes taut and pristine.,Germany,Riesling
